productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
118818,Manectric (22),Manectric 22,https://tcgplayer-cdn.tcgplayer.com/product/118818_200w.jpg,3,1796,https://cpt.tcgcsv.com/nxZ,2022-12-19T17:09:57.413,1,,0.05,0.38,1.49,0.52,,Normal,22/30,Common,Lightning,60,Basic,"[L] Random Spark
<br>This attack does 30 damage to 1 of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,Fx2,M-20,1
118819,Pikachu Libre (14 - Non-Holo),Pikachu Libre 14 Non Holo,https://tcgplayer-cdn.tcgplayer.com/product/118819_200w.jpg,3,1796,https://cpt.tcgcsv.com/pxZ,2024-08-20T18:24:14.353,1,,4.65,9.07,20.01,10.1,,Normal,14/30,Common,Lightning,80,Basic,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 30 more damage.",[2L] Flying Elekick (50),Fx2,M-20,1
118820,Pikachu Libre (30 - Holo),Pikachu Libre 30 Holo,https://tcgplayer-cdn.tcgplayer.com/product/118820_200w.jpg,3,1796,https://cpt.tcgcsv.com/qxZ,2022-12-19T17:13:15.16,1,,20.0,27.0,138.41,38.41,,Holofoil,30/30,Common,Lightning,80,Basic,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 30 more damage.",[2L] Flying Elekick (50),Fx2,M-20,1
118821,Electabuzz (15),Electabuzz 15,https://tcgplayer-cdn.tcgplayer.com/product/118821_200w.jpg,3,1796,https://cpt.tcgcsv.com/rxZ,2022-12-19T17:07:30.573,1,,0.1,0.27,4.0,0.43,,Normal,15/30,Common,Lightning,70,Basic,[2] Knuckle Punch (20),,Fx2,None,2
118822,Electabuzz (23),Electabuzz 23,https://tcgplayer-cdn.tcgplayer.com/product/118822_200w.jpg,3,1796,https://cpt.tcgcsv.com/sxZ,2022-12-19T17:10:29.633,1,,0.05,0.27,4.0,0.28,,Normal,23/30,Common,Lightning,70,Basic,[2] Knuckle Punch (20),,Fx2,None,2
118823,Fletchling,Fletchling,https://tcgplayer-cdn.tcgplayer.com/product/118823_200w.jpg,3,1796,https://cpt.tcgcsv.com/txZ,2022-12-19T17:07:49.883,1,,0.02,0.24,4.0,0.15,,Normal,16/30,Common,Colorless,40,Basic,"[1] Acrobatics (10+)
<br>Flip 2 coins. This attack does 10 more damage for each heads.",,Lx2,F-20,1
118824,Purugly (19),Purugly 19,https://tcgplayer-cdn.tcgplayer.com/product/118824_200w.jpg,3,1796,https://cpt.tcgcsv.com/vxZ,2022-12-19T17:08:34.513,1,,0.13,0.25,4.0,0.24,,Normal,19/30,Common,Colorless,100,Stage 1,[2] Slash (30),"[3] Nyan Press (40+)
<br>Flip a coin. If heads, this attack does 40 more damage. If tails, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,2
118825,Purugly (24),Purugly 24,https://tcgplayer-cdn.tcgplayer.com/product/118825_200w.jpg,3,1796,https://cpt.tcgcsv.com/wxZ,2024-04-29T17:58:48.387,1,,0.05,0.26,3.0,0.21,,Normal,24/30,Common,Colorless,100,Stage 1,[2] Slash (30),"[3] Nyan Press (40+)
<br>Flip a coin. If heads, this attack does 40 more damage. If tails, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,2
118826,Tierno (20 - Pikachu Libre Deck),Tierno 20 Pikachu Libre Deck,https://tcgplayer-cdn.tcgplayer.com/product/118826_200w.jpg,3,1796,https://cpt.tcgcsv.com/xxZ,2022-12-19T17:08:47.433,1,Draw 3 cards.,0.1,0.22,1.44,0.16,,Normal,20/30,Common,Supporter,,,,,,,
118827,Potion (21 - Pikachu Libre Deck),Potion 21 Pikachu Libre Deck,https://tcgplayer-cdn.tcgplayer.com/product/118827_200w.jpg,3,1796,https://cpt.tcgcsv.com/zxZ,2022-12-19T17:09:45.943,1,Heal 30 damage from 1 of your Pokemon.,0.05,0.2,1.0,0.17,,Normal,21/30,Common,Item,,,,,,,
118828,Water Energy (1),Water Energy 1,https://tcgplayer-cdn.tcgplayer.com/product/118828_200w.jpg,3,1796,https://cpt.tcgcsv.com/BxZ,2022-12-19T16:59:18.57,1,,0.02,0.21,1.0,0.27,,Normal,1/30,Common,Basic Water Energy,,,,,,,
118829,Water Energy (2),Water Energy 2,https://tcgplayer-cdn.tcgplayer.com/product/118829_200w.jpg,3,1796,https://cpt.tcgcsv.com/CxZ,2022-12-19T16:59:39.39,1,,0.02,0.15,5.76,0.04,,Normal,2/30,Common,Basic Water Energy,,,,,,,
118830,Water Energy (3),Water Energy 3,https://tcgplayer-cdn.tcgplayer.com/product/118830_200w.jpg,3,1796,https://cpt.tcgcsv.com/DxZ,2022-12-19T16:59:52.533,1,,0.02,0.25,1.24,0.12,,Normal,3/30,Common,Basic Water Energy,,,,,,,
118831,Water Energy (5),Water Energy 5,https://tcgplayer-cdn.tcgplayer.com/product/118831_200w.jpg,3,1796,https://cpt.tcgcsv.com/FxZ,2022-12-19T17:00:23.943,1,,0.02,0.24,0.27,0.03,,Normal,5/30,Common,Basic Water Energy,,,,,,,
