productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extAttack3,extResistance
218626,Pokemon TCG: Battle Academy,Pokemon TCG Battle Academy,https://tcgplayer-cdn.tcgplayer.com/product/218626_200w.jpg,3,2686,https://cpt.tcgcsv.com/xsM2,2020-07-30T13:14:32.6,1,"Join the Pokémon Trainers at the Battle Academy! Prepare for a Pokémon battle with the ready-to-play Pokémon Trading Card Game Battle Academy! The Battle Academy includes everything two players need to play, with guides to the decks so your first game is easy to follow.
<br><br>You can choose Charizard or Pikachu to lead your team in a heads-up battle against another Trainer. Then, switch up the decks to play Mewtwo against Charizard or Pikachu, and lead a different team of Pokémon into the arena! With a little strategy and a little luck, you can battle with the best!
<br><br>
The Pokémon TCG Battle Academy includes:
<br>• 3 complete Pokémon TCG decks (60 cards each)
<br>• Each deck includes a powerful special Pokémon: Charizard GX, Raichu GX, or Mewtwo GX
<br>• 2 tutorial guides to play right away
<br>• 1 two-player game board
<br>• 3 deck boxes to keep the cards organized
<br>• 1 rulebook
<br>• 1 large metallic coin
<br>• 1 set of damage counters
219079,Hau - 120/149 (#57 Charizard Stamped),Hau 120 149 57 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219079_200w.jpg,3,2686,https://cpt.tcgcsv.com/CFM2,2022-09-19T18:17:46.23,1,Draw 3 cards.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.,,0.03,0.2,1.49,0.1,,Normal,120/149,Promo,Supporter,,,,,,,,
219082,Kangaskhan - 55/70 (#4 Charizard Stamped),Kangaskhan 55 70 4 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219082_200w.jpg,3,2686,https://cpt.tcgcsv.com/GFM2,2022-09-20T14:42:18.14,1,,,0.11,0.33,2.03,0.3,,Normal,055/070,Promo,Colorless,120,Basic,"[1] Fetch
<br>Draw a card.",[2] Headbutt (30),Fx2,2,"[3] One-Two Punch (60+)
<br>Flip a coin. If heads, this attack does 30 more damage.",
219083,Kangaskhan - 55/70 (#53 Charizard Stamped),Kangaskhan 55 70 53 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219083_200w.jpg,3,2686,https://cpt.tcgcsv.com/HFM2,2022-09-20T14:42:45.72,1,,,0.11,0.36,2.0,0.36,,Normal,055/070,Promo,Colorless,120,Basic,"[1] Fetch
<br>Draw a card.",[2] Headbutt (30),Fx2,2,"[3] One-Two Punch (60+)
<br>Flip a coin. If heads, this attack does 30 more damage.",None
219084,Moltres - 38/214 (#46 Charizard Stamped),Moltres 38 214 46 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219084_200w.jpg,3,2686,https://cpt.tcgcsv.com/JFM2,2022-09-20T14:56:25.213,1,,,0.47,0.99,3.0,1.62,,Normal,038/214,Promo,Fire,120,Basic,"[R] Assisting Heater (30)
<br>You may attach a Fire Energy card from your hand to 1 of your Benched Pokémon.",[1RR] Fire Wing (90),Wx2,1,,
219085,Pokemon Catcher - 126/149 (#54 Charizard Stamped),Pokemon Catcher 126 149 54 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219085_200w.jpg,3,2686,https://cpt.tcgcsv.com/KFM2,2022-09-20T15:03:43.957,1,"Flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.",,0.03,0.2,1.99,0.17,,Normal,126/149,Promo,Item,,,,,,,,
219086,Pokemon Fan Club - 133/156 (#45 Charizard Stamped),Pokemon Fan Club 133 156 45 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219086_200w.jpg,3,2686,https://cpt.tcgcsv.com/LFM2,2022-09-20T15:05:53.71,1,"Search your deck for up to 2 Basic Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,0.1,0.29,1.49,0.29,,Normal,133/156,Promo,Supporter,,,,,,,,
219088,Potion - 127/149 (#14 Charizard Stamped),Potion 127 149 14 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219088_200w.jpg,3,2686,https://cpt.tcgcsv.com/NFM2,2022-09-20T15:08:19.27,1,Heal 30 damage from 1 of your Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,,0.01,0.2,0.66,0.11,,Normal,127/149,Promo,Item,,,,,,,,
219089,Potion - 127/149 (#37 Charizard Stamped),Potion 127 149 37 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219089_200w.jpg,3,2686,https://cpt.tcgcsv.com/PFM2,2022-09-20T15:09:31.787,1,Heal 30 damage from 1 of your Pokémon.<br><br> You may play as many Item cards as you like during your turn <em>(before your attack)</em>.,,0.01,0.2,1.49,0.06,,Normal,127/149,Promo,Item,,,,,,,,
219091,Salandit - 25/156 (#13 Charizard Stamped),Salandit 25 156 13 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219091_200w.jpg,3,2686,https://cpt.tcgcsv.com/RFM2,2022-09-20T15:13:53.813,1,,,0.05,0.2,0.67,0.14,,Normal,025/156,Promo,Fire,70,Basic,[R] Live Coal (10),[1R] Combustion (30),Wx2,1,,
219093,Salandit - 25/156 (#18 Charizard Stamped),Salandit 25 156 18 Charizard Stamped,https://tcgplayer-cdn.tcgplayer.com/product/219093_200w.jpg,3,2686,https://cpt.tcgcsv.com/TFM2,2022-09-20T15:14:12.6,1,,,0.04,0.2,0.65,0.08,,Normal,025/156,Promo,Fire,70,Basic,[R] Live Coal (10),[1R] Combustion (30),Wx2,1,,
