productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardType,extCardText
88990,Scramble Switch,Scramble Switch,https://tcgplayer-cdn.tcgplayer.com/product/88990_200w.jpg,3,1413,https://cpt.tcgcsv.com/QCK,2026-02-02T18:38:50.3,1,129/135,Rare Ace,0,Item,"Switch your Active Pokemon with 1 of your Benched Pokemon.  Then, you may move as many Energy attached to the old Active Pokemon to the new Active Pokemon as you like.",,,,,2.99,6.8,25.0,7.37,4.64,Holofoil,,You may play as many Item cards as you like during your turn (before your attack).  You can't have more than 1 ACE SPEC card in your deck.
89092,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/89092_200w.jpg,3,1413,https://cpt.tcgcsv.com/SFK,2026-02-17T15:55:31.833,1,8/135,Common,40,Basic,[G] Bug Bite (20),,Rx2,,1,0.15,0.3,5.0,0.27,0.23,Normal,,
89092,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/89092_200w.jpg,3,1413,https://cpt.tcgcsv.com/SFK,2026-02-17T15:55:31.833,1,8/135,Common,40,Basic,[G] Bug Bite (20),,Rx2,,1,0.27,0.65,2.0,0.63,,Reverse Holofoil,,
89103,Sharpedo (Team Plasma),Sharpedo Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89103_200w.jpg,3,1413,https://cpt.tcgcsv.com/5GK,2023-01-10T17:01:51.227,1,33/135,Rare,90,Stage 1,"[1W] Hard Bite (40+) Flip a coin.  If heads, this attack does 20 more damage.",,Lx2,,0,0.34,1.02,4.5,1.3,0.89,Normal,,"Rough Skin - If this Pokemon is your Active Pokemon and is damaged by an opponent's attack (even if the Pokemon is Knocked Out), put 2 damage counters on the Attacking Pokemon.  (Ability)"
89103,Sharpedo (Team Plasma),Sharpedo Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89103_200w.jpg,3,1413,https://cpt.tcgcsv.com/5GK,2023-01-10T17:01:51.227,1,33/135,Rare,90,Stage 1,"[1W] Hard Bite (40+) Flip a coin.  If heads, this attack does 20 more damage.",,Lx2,,0,2.49,4.17,6.5,5.86,,Reverse Holofoil,,"Rough Skin - If this Pokemon is your Active Pokemon and is damaged by an opponent's attack (even if the Pokemon is Knocked Out), put 2 damage counters on the Attacking Pokemon.  (Ability)"
89229,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/89229_200w.jpg,3,1413,https://cpt.tcgcsv.com/CJK,2025-12-04T04:57:32.86,1,20/135,Uncommon,90,Stage 1,[R] Searing Flame (20) The Defending Pokemon is now Burned.,[3] Flame Blast (40+) Does 20 more damage for each R Energy attached to this Pokemon.,Wx2,,2,0.08,0.25,2.29,0.27,0.25,Normal,,
89229,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/89229_200w.jpg,3,1413,https://cpt.tcgcsv.com/CJK,2025-12-04T04:57:32.86,1,20/135,Uncommon,90,Stage 1,[R] Searing Flame (20) The Defending Pokemon is now Burned.,[3] Flame Blast (40+) Does 20 more damage for each R Energy attached to this Pokemon.,Wx2,,2,0.35,0.66,2.0,0.66,,Reverse Holofoil,,
89246,Skarmory (Team Plasma),Skarmory Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89246_200w.jpg,3,1413,https://cpt.tcgcsv.com/XJK,2023-01-10T17:17:02.533,1,87/135,Rare,90,Basic,"[1] Cargo Jet - Discard a Team Plasma card from your hand.  If you do, draw 3 cards.","[1MM] Steel Wing (40) During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",Rx2,P-20,1,1.25,2.37,6.0,2.75,,Normal,,
89246,Skarmory (Team Plasma),Skarmory Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89246_200w.jpg,3,1413,https://cpt.tcgcsv.com/XJK,2023-01-10T17:17:02.533,1,87/135,Rare,90,Basic,"[1] Cargo Jet - Discard a Team Plasma card from your hand.  If you do, draw 3 cards.","[1MM] Steel Wing (40) During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",Rx2,P-20,1,2.0,2.34,3.56,9.68,,Reverse Holofoil,,
89270,Skitty,Skitty,https://tcgplayer-cdn.tcgplayer.com/product/89270_200w.jpg,3,1413,https://cpt.tcgcsv.com/qKK,2023-01-10T17:20:52.32,1,109/135,Common,50,Basic,[2] Triple Slap (20x) Flip 3 coins.  This attack does 20 damage times the number of heads.,,Fx2,,1,0.14,0.3,5.0,0.28,,Normal,,
89270,Skitty,Skitty,https://tcgplayer-cdn.tcgplayer.com/product/89270_200w.jpg,3,1413,https://cpt.tcgcsv.com/qKK,2023-01-10T17:20:52.32,1,109/135,Common,50,Basic,[2] Triple Slap (20x) Flip 3 coins.  This attack does 20 damage times the number of heads.,,Fx2,,1,0.8,0.95,4.0,1.6,,Reverse Holofoil,,
89396,Snorlax (Team Plasma),Snorlax Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89396_200w.jpg,3,1413,https://cpt.tcgcsv.com/XMK,2025-11-11T05:28:46.1,1,101/135,Rare,130,Basic,[5] Teampact (30x) Does 30 damage times the number of Team Plasma Pokemon you have in play.,,Fx2,,4,13.64,17.06,34.99,14.97,,Normal,,"Block - As long as this Pokemon is your Active Pokemon, your opponent's Active Pokemon can't retreat.  (Ability)"
89396,Snorlax (Team Plasma),Snorlax Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89396_200w.jpg,3,1413,https://cpt.tcgcsv.com/XMK,2025-11-11T05:28:46.1,1,101/135,Rare,130,Basic,[5] Teampact (30x) Does 30 damage times the number of Team Plasma Pokemon you have in play.,,Fx2,,4,33.0,59.95,100.0,62.29,,Reverse Holofoil,,"Block - As long as this Pokemon is your Active Pokemon, your opponent's Active Pokemon can't retreat.  (Ability)"
89431,Solrock,Solrock,https://tcgplayer-cdn.tcgplayer.com/product/89431_200w.jpg,3,1413,https://cpt.tcgcsv.com/FNK,2023-01-10T17:12:10.43,1,74/135,Uncommon,90,Basic,[1F] Heat Burn (20) The Defending Pokemon is now Burned.,[2F] Explosion (90) This Pokemon does 90 damage to itself.,Gx2,,3,0.13,0.32,1.87,0.24,,Normal,,
89431,Solrock,Solrock,https://tcgplayer-cdn.tcgplayer.com/product/89431_200w.jpg,3,1413,https://cpt.tcgcsv.com/FNK,2023-01-10T17:12:10.43,1,74/135,Uncommon,90,Basic,[1F] Heat Burn (20) The Defending Pokemon is now Burned.,[2F] Explosion (90) This Pokemon does 90 damage to itself.,Gx2,,3,0.29,0.75,2.5,0.72,,Reverse Holofoil,,
89498,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/89498_200w.jpg,3,1413,https://cpt.tcgcsv.com/-PK,2025-12-04T04:58:17.577,1,24/135,Common,60,Basic,[1] Tackle (10),,Gx2,,1,0.99,1.72,4.74,1.75,2.28,Normal,,
89498,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/89498_200w.jpg,3,1413,https://cpt.tcgcsv.com/-PK,2025-12-04T04:58:17.577,1,24/135,Common,60,Basic,[1] Tackle (10),,Gx2,,1,14.99,18.76,50.0,14.78,,Reverse Holofoil,,
89668,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/89668_200w.jpg,3,1413,https://cpt.tcgcsv.com/nTK,2025-12-04T04:59:06.457,1,9/135,Uncommon,80,Stage 1,"[G] Swaddle Guard - During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 40 (after applying Weakness and Resistance).","[2] Surprise Attack (40) Flip a coin.  If tails, this attack does nothing.",Rx2,,2,0.2,0.32,1.0,0.32,0.3,Normal,,
89668,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/89668_200w.jpg,3,1413,https://cpt.tcgcsv.com/nTK,2025-12-04T04:59:06.457,1,9/135,Uncommon,80,Stage 1,"[G] Swaddle Guard - During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 40 (after applying Weakness and Resistance).","[2] Surprise Attack (40) Flip a coin.  If tails, this attack does nothing.",Rx2,,2,0.49,0.7,4.0,2.09,,Reverse Holofoil,,
89706,Swinub,Swinub,https://tcgplayer-cdn.tcgplayer.com/product/89706_200w.jpg,3,1413,https://cpt.tcgcsv.com/8VK,2023-01-10T17:00:20.74,1,26/135,Common,60,Basic,[1W] Double Headbutt (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,,Mx2,,2,0.14,0.3,5.0,0.32,,Normal,,
89706,Swinub,Swinub,https://tcgplayer-cdn.tcgplayer.com/product/89706_200w.jpg,3,1413,https://cpt.tcgcsv.com/8VK,2023-01-10T17:00:20.74,1,26/135,Common,60,Basic,[1W] Double Headbutt (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,,Mx2,,2,0.2,0.67,8.0,1.15,,Reverse Holofoil,,
89849,Team Plasma Grunt (Team Plasma),Team Plasma Grunt Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89849_200w.jpg,3,1413,https://cpt.tcgcsv.com/_XK,2025-11-11T05:25:44.23,1,125/135,Uncommon,,,"Discard a Team Plasma card from your hand.  (If you can't discard a Team Plasma card, you can't play this card.)  Draw 4 cards.",,,,,0.03,0.24,5.0,0.18,0.14,Normal,Supporter,You may play only 1 Supporter card per turn (before your attack).
89849,Team Plasma Grunt (Team Plasma),Team Plasma Grunt Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89849_200w.jpg,3,1413,https://cpt.tcgcsv.com/_XK,2025-11-11T05:25:44.23,1,125/135,Uncommon,,,"Discard a Team Plasma card from your hand.  (If you can't discard a Team Plasma card, you can't play this card.)  Draw 4 cards.",,,,,0.3,1.78,4.99,2.06,,Reverse Holofoil,Supporter,You may play only 1 Supporter card per turn (before your attack).
89916,Timburr,Timburr,https://tcgplayer-cdn.tcgplayer.com/product/89916_200w.jpg,3,1413,https://cpt.tcgcsv.com/l-K,2023-01-10T17:13:34.867,1,79/135,Common,70,Basic,[1F] Knock Back (20) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,[2F] Low Kick (40),Px2,,2,0.18,0.3,5.0,0.28,,Normal,,
89916,Timburr,Timburr,https://tcgplayer-cdn.tcgplayer.com/product/89916_200w.jpg,3,1413,https://cpt.tcgcsv.com/l-K,2023-01-10T17:13:34.867,1,79/135,Common,70,Basic,[1F] Knock Back (20) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,[2F] Low Kick (40),Px2,,2,0.3,0.5,2.47,0.36,0.38,Reverse Holofoil,,
89925,Togekiss,Togekiss,https://tcgplayer-cdn.tcgplayer.com/product/89925_200w.jpg,3,1413,https://cpt.tcgcsv.com/w-K,2023-01-10T17:20:06.557,1,104/135,Holo Rare,140,Stage 2,[1] Return (30) Draw until you have 6 cards in your hand.,,Lx2,F-20,1,0.75,2.0,7.0,2.67,,Holofoil,,"Bright Veil - As long as this Pokemon is your Active Pokemon, whenever your opponent plays an Item card from his or her hand, prevent all effects of that card done to your Pokemon.  (Ability)"
89925,Togekiss,Togekiss,https://tcgplayer-cdn.tcgplayer.com/product/89925_200w.jpg,3,1413,https://cpt.tcgcsv.com/w-K,2023-01-10T17:20:06.557,1,104/135,Holo Rare,140,Stage 2,[1] Return (30) Draw until you have 6 cards in your hand.,,Lx2,F-20,1,1.98,3.6,15.0,3.51,,Reverse Holofoil,,"Bright Veil - As long as this Pokemon is your Active Pokemon, whenever your opponent plays an Item card from his or her hand, prevent all effects of that card done to your Pokemon.  (Ability)"
89937,Togepi,Togepi,https://tcgplayer-cdn.tcgplayer.com/product/89937_200w.jpg,3,1413,https://cpt.tcgcsv.com/M-K,2023-01-10T17:19:52.52,1,102/135,Common,40,Basic,[1] Yarn - The Defending Pokemon is now Asleep.,,Fx2,,1,0.55,0.93,3.49,0.97,,Normal,,
89937,Togepi,Togepi,https://tcgplayer-cdn.tcgplayer.com/product/89937_200w.jpg,3,1413,https://cpt.tcgcsv.com/M-K,2023-01-10T17:19:52.52,1,102/135,Common,40,Basic,[1] Yarn - The Defending Pokemon is now Asleep.,,Fx2,,1,6.29,13.94,30.0,5.23,,Reverse Holofoil,,
89945,Togetic,Togetic,https://tcgplayer-cdn.tcgplayer.com/product/89945_200w.jpg,3,1413,https://cpt.tcgcsv.com/W-K,2024-01-30T16:51:25.197,1,103/135,Uncommon,80,Stage 1,[1] Sweet Kiss (30) Your opponent draws a card.,,Lx2,F-20,1,0.24,0.58,3.49,0.57,,Normal,,
89945,Togetic,Togetic,https://tcgplayer-cdn.tcgplayer.com/product/89945_200w.jpg,3,1413,https://cpt.tcgcsv.com/W-K,2024-01-30T16:51:25.197,1,103/135,Uncommon,80,Stage 1,[1] Sweet Kiss (30) Your opponent draws a card.,,Lx2,F-20,1,2.17,2.5,15.0,3.61,,Reverse Holofoil,,
89988,Torterra (Team Plasma),Torterra Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89988_200w.jpg,3,1413,https://cpt.tcgcsv.com/N_K,2023-01-10T16:56:41.513,1,3/135,Rare,150,Stage 2,"[2G] Guard Press (60) During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",[3G] Rumble Stomp (80+) Flip a coin until you get tails.  This attack does 20 more damage for each heads.,Rx2,W-20,4,2.0,5.44,15.0,5.72,,Normal,,
89988,Torterra (Team Plasma),Torterra Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89988_200w.jpg,3,1413,https://cpt.tcgcsv.com/N_K,2023-01-10T16:56:41.513,1,3/135,Rare,150,Stage 2,"[2G] Guard Press (60) During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",[3G] Rumble Stomp (80+) Flip a coin until you get tails.  This attack does 20 more damage for each heads.,Rx2,W-20,4,6.0,17.49,45.99,7.77,,Reverse Holofoil,,
90067,Trubbish (63),Trubbish 63,https://tcgplayer-cdn.tcgplayer.com/product/90067_200w.jpg,3,1413,https://cpt.tcgcsv.com/m2L,2023-01-10T17:09:47.523,1,63/135,Uncommon,60,Basic,"[P] Pile Up - Flip a coin.  If heads, search your deck for a Pokemon Tool card, reveal it, and put it into your hand.  Shuffle your deck afterward.",[2] Sludge Toss (20),Px2,,1,0.22,0.6,3.49,0.62,0.44,Normal,,
90067,Trubbish (63),Trubbish 63,https://tcgplayer-cdn.tcgplayer.com/product/90067_200w.jpg,3,1413,https://cpt.tcgcsv.com/m2L,2023-01-10T17:09:47.523,1,63/135,Uncommon,60,Basic,"[P] Pile Up - Flip a coin.  If heads, search your deck for a Pokemon Tool card, reveal it, and put it into your hand.  Shuffle your deck afterward.",[2] Sludge Toss (20),Px2,,1,1.11,4.07,15.0,5.64,,Reverse Holofoil,,
90068,Trubbish (64),Trubbish 64,https://tcgplayer-cdn.tcgplayer.com/product/90068_200w.jpg,3,1413,https://cpt.tcgcsv.com/n2L,2025-12-04T22:49:21.857,1,64/135,Common,60,Basic,[1] Pound (10),[1PP] Sludge Bomb (40),Px2,,1,0.14,0.35,5.0,0.42,0.4,Normal,,
90068,Trubbish (64),Trubbish 64,https://tcgplayer-cdn.tcgplayer.com/product/90068_200w.jpg,3,1413,https://cpt.tcgcsv.com/n2L,2025-12-04T22:49:21.857,1,64/135,Common,60,Basic,[1] Pound (10),[1PP] Sludge Bomb (40),Px2,,1,2.24,9.9,10.0,6.41,,Reverse Holofoil,,
90069,Trubbish (65),Trubbish 65,https://tcgplayer-cdn.tcgplayer.com/product/90069_200w.jpg,3,1413,https://cpt.tcgcsv.com/p2L,2025-12-04T22:50:17.71,1,65/135,Common,70,Basic,[1P] Tool Drop (20x) Does 20 damage for each Pokemon Tool card attached to Pokemon in play (both your and your opponent's).,,Px2,,2,0.3,0.95,3.49,0.99,0.5,Normal,,
90069,Trubbish (65),Trubbish 65,https://tcgplayer-cdn.tcgplayer.com/product/90069_200w.jpg,3,1413,https://cpt.tcgcsv.com/p2L,2025-12-04T22:50:17.71,1,65/135,Common,70,Basic,[1P] Tool Drop (20x) Does 20 damage for each Pokemon Tool card attached to Pokemon in play (both your and your opponent's).,,Px2,,2,3.31,7.91,13.62,7.76,,Reverse Holofoil,,
90081,Turtwig,Turtwig,https://tcgplayer-cdn.tcgplayer.com/product/90081_200w.jpg,3,1413,https://cpt.tcgcsv.com/F2L,2024-05-20T14:06:09.683,1,1/135,Common,70,Basic,[1] Nap - Heal 20 damage from this Pokemon.,[2G] Razor Leaf (30),Rx2,W-20,2,0.1,0.36,2.39,0.38,,Normal,,
90266,Vanillish,Vanillish,https://tcgplayer-cdn.tcgplayer.com/product/90266_200w.jpg,3,1413,https://cpt.tcgcsv.com/l7L,2023-01-25T17:55:04.12,1,36/135,Uncommon,80,Stage 1,[1W] Icy Snow (30),,Mx2,,1,0.05,0.25,1.87,0.27,,Normal,,
90266,Vanillish,Vanillish,https://tcgplayer-cdn.tcgplayer.com/product/90266_200w.jpg,3,1413,https://cpt.tcgcsv.com/l7L,2023-01-25T17:55:04.12,1,36/135,Uncommon,80,Stage 1,[1W] Icy Snow (30),,Mx2,,1,0.3,0.71,2.0,1.08,,Reverse Holofoil,,
90271,Vanillite,Vanillite,https://tcgplayer-cdn.tcgplayer.com/product/90271_200w.jpg,3,1413,https://cpt.tcgcsv.com/r7L,2025-12-24T18:47:29.813,1,35/135,Common,60,Basic,[1] Snow Squall (10) This attack's damage isn't affected by Resistance.,,Mx2,,1,0.1,0.25,19.5,0.23,0.15,Normal,,
90271,Vanillite,Vanillite,https://tcgplayer-cdn.tcgplayer.com/product/90271_200w.jpg,3,1413,https://cpt.tcgcsv.com/r7L,2025-12-24T18:47:29.813,1,35/135,Common,60,Basic,[1] Snow Squall (10) This attack's damage isn't affected by Resistance.,,Mx2,,1,0.22,0.42,2.35,0.46,0.31,Reverse Holofoil,,
90275,Vanilluxe,Vanilluxe,https://tcgplayer-cdn.tcgplayer.com/product/90275_200w.jpg,3,1413,https://cpt.tcgcsv.com/w7L,2023-01-10T17:02:23.697,1,37/135,Rare,130,Stage 2,[1] Enefountain (30) Attach 2 basic Energy from your hand to 1 of your Pokemon.,[1WW] Blizzard (70) Does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Mx2,,1,0.32,1.0,96.95,1.19,96.95,Normal,,
90275,Vanilluxe,Vanilluxe,https://tcgplayer-cdn.tcgplayer.com/product/90275_200w.jpg,3,1413,https://cpt.tcgcsv.com/w7L,2023-01-10T17:02:23.697,1,37/135,Rare,130,Stage 2,[1] Enefountain (30) Attach 2 basic Energy from your hand to 1 of your Pokemon.,[1WW] Blizzard (70) Does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Mx2,,1,1.25,1.96,4.55,1.69,,Reverse Holofoil,,
90330,Vespiquen,Vespiquen,https://tcgplayer-cdn.tcgplayer.com/product/90330_200w.jpg,3,1413,https://cpt.tcgcsv.com/D8L,2025-11-29T01:42:35.887,1,5/135,Rare,100,Stage 1,[G] Gather Order - Search your deck for as many Combee as you like and put them onto your Bench.  Shuffle your deck afterward.,[1G] Damage Beat (20x) Does 20 damage times the number of damage counters on the Defending Pokemon.,Rx2,,1,0.29,0.5,1.84,0.63,0.98,Normal,,
90330,Vespiquen,Vespiquen,https://tcgplayer-cdn.tcgplayer.com/product/90330_200w.jpg,3,1413,https://cpt.tcgcsv.com/D8L,2025-11-29T01:42:35.887,1,5/135,Rare,100,Stage 1,[G] Gather Order - Search your deck for as many Combee as you like and put them onto your Bench.  Shuffle your deck afterward.,[1G] Damage Beat (20x) Does 20 damage times the number of damage counters on the Defending Pokemon.,Rx2,,1,0.7,1.52,3.43,1.64,,Reverse Holofoil,,
90350,Victini EX,Victini EX,https://tcgplayer-cdn.tcgplayer.com/product/90350_200w.jpg,3,1413,https://cpt.tcgcsv.com/09L,2023-01-10T16:59:10.973,1,18/135,Ultra Rare,110,Basic,[R] Turbo Energize - Search your deck for 2 basic Energy cards and attach them to your Benched Pokemon in any way you like.  Shuffle your deck afterward.,"[2R] Intensifying Burn (50+) If the Defending Pokemon is a Pokemon-EX, this attack does 50 more damage.",Wx2,,1,4.0,8.29,11.6,11.04,,Holofoil,,
90352,Victini EX (131 Full Art),Victini EX 131 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/90352_200w.jpg,3,1413,https://cpt.tcgcsv.com/39L,2023-01-10T17:24:39.503,1,131/135,Ultra Rare,110,Basic,[R] Turbo Energize - Search your deck for 2 basic Energy cards and attach them to your Benched Pokemon in any way you like.  Shuffle your deck afterward.,"[2R] Intensifying Burn (50+) If the Defending Pokemon is a Pokemon-EX, this attack does 50 more damage.",Wx2,,1,114.86,146.34,489.0,111.67,,Holofoil,,
90357,Victory Piece,Victory Piece,https://tcgplayer-cdn.tcgplayer.com/product/90357_200w.jpg,3,1413,https://cpt.tcgcsv.com/99L,2026-02-02T18:39:30.563,1,130/135,Rare Ace,0,Item,"If this card is attached to Victini-EX, Victini-EX can use its attacks regardless of the amount or type of Energy attached to it.",,,,,1.1,2.24,9.99,2.44,9.99,Holofoil,,Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.
90385,Virbank City Gym,Virbank City Gym,https://tcgplayer-cdn.tcgplayer.com/product/90385_200w.jpg,3,1413,https://cpt.tcgcsv.com/K9L,2026-02-13T14:16:57.27,1,126/135,Uncommon,0,Stadium,Put 2 more damage counters on Poisoned Pokemon (both yours and your opponent's) between turns.,,,,,3.0,5.02,19.99,4.91,4.96,Normal,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card."
90385,Virbank City Gym,Virbank City Gym,https://tcgplayer-cdn.tcgplayer.com/product/90385_200w.jpg,3,1413,https://cpt.tcgcsv.com/K9L,2026-02-13T14:16:57.27,1,126/135,Uncommon,0,Stadium,Put 2 more damage counters on Poisoned Pokemon (both yours and your opponent's) between turns.,,,,,4.99,6.9,12.0,7.48,,Reverse Holofoil,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card."
90498,Watchog (Team Plasma) (112),Watchog Team Plasma 112,https://tcgplayer-cdn.tcgplayer.com/product/90498_200w.jpg,3,1413,https://cpt.tcgcsv.com/-cL,2026-02-17T15:54:18.843,1,112/135,Uncommon,90,Stage 1,[1] Fast Swipe - Discard a random card from your opponent's hand.,"[2] Biting Fang (30+) Flip a coin.  If heads, this attack does 20 more damage.",Fx2,,1,0.15,0.3,1.58,0.42,0.66,Normal,,
90498,Watchog (Team Plasma) (112),Watchog Team Plasma 112,https://tcgplayer-cdn.tcgplayer.com/product/90498_200w.jpg,3,1413,https://cpt.tcgcsv.com/-cL,2026-02-17T15:54:18.843,1,112/135,Uncommon,90,Stage 1,[1] Fast Swipe - Discard a random card from your opponent's hand.,"[2] Biting Fang (30+) Flip a coin.  If heads, this attack does 20 more damage.",Fx2,,1,0.97,1.88,15.0,2.88,,Reverse Holofoil,,
90499,Watchog (Team Plasma) (113),Watchog Team Plasma 113,https://tcgplayer-cdn.tcgplayer.com/product/90499_200w.jpg,3,1413,https://cpt.tcgcsv.com/_cL,2025-12-04T22:52:24.32,1,113/135,Rare,90,Stage 1,[2] Second Bite (20+) Does 10 more damage for each damage counter on the Defending Pokemon.,[3] Low Kick (60),Fx2,,1,0.26,0.61,5.0,0.69,0.3,Normal,,
90499,Watchog (Team Plasma) (113),Watchog Team Plasma 113,https://tcgplayer-cdn.tcgplayer.com/product/90499_200w.jpg,3,1413,https://cpt.tcgcsv.com/_cL,2025-12-04T22:52:24.32,1,113/135,Rare,90,Stage 1,[2] Second Bite (20+) Does 10 more damage for each damage counter on the Defending Pokemon.,[3] Low Kick (60),Fx2,,1,0.54,0.99,15.0,1.03,,Reverse Holofoil,,
90566,Weezing (Team Plasma),Weezing Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/90566_200w.jpg,3,1413,https://cpt.tcgcsv.com/lfL,2023-01-10T17:05:38.6,1,58/135,Holo Rare,100,Stage 1,[1P] Smogbank - This attack does 20 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Px2,,2,1.16,2.2,9.99,2.13,,Holofoil,,"Aftermath - When this Pokemon is Knocked Out by damage from an opponent's attack, discard the top 3 cards of your opponent's deck.  (Ability)"
90566,Weezing (Team Plasma),Weezing Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/90566_200w.jpg,3,1413,https://cpt.tcgcsv.com/lfL,2023-01-10T17:05:38.6,1,58/135,Holo Rare,100,Stage 1,[1P] Smogbank - This attack does 20 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Px2,,2,1.7,7.05,30.0,6.53,,Reverse Holofoil,,"Aftermath - When this Pokemon is Knocked Out by damage from an opponent's attack, discard the top 3 cards of your opponent's deck.  (Ability)"
90585,Whismur,Whismur,https://tcgplayer-cdn.tcgplayer.com/product/90585_200w.jpg,3,1413,https://cpt.tcgcsv.com/KfL,2023-01-10T17:20:19.453,1,105/135,Common,70,Basic,"[1] Shout - Flip a coin.  If heads, discard a random card from your opponent's hand.",[3] Hyper Voice (30),Fx2,,2,0.1,0.25,1.52,0.23,,Normal,,
90585,Whismur,Whismur,https://tcgplayer-cdn.tcgplayer.com/product/90585_200w.jpg,3,1413,https://cpt.tcgcsv.com/KfL,2023-01-10T17:20:19.453,1,105/135,Common,70,Basic,"[1] Shout - Flip a coin.  If heads, discard a random card from your opponent's hand.",[3] Hyper Voice (30),Fx2,,2,0.23,0.55,2.0,0.54,,Reverse Holofoil,,
90589,White Kyurem EX,White Kyurem EX,https://tcgplayer-cdn.tcgplayer.com/product/90589_200w.jpg,3,1413,https://cpt.tcgcsv.com/PfL,2023-01-10T17:19:04.503,1,96/135,Ultra Rare,180,Basic,[3] Slash (60),[1RRW] White Inferno (100+) Does 10 more damage for each damage counter on this Pokemon.,Ox2,,3,3.49,5.1,11.31,4.56,4.44,Holofoil,,
90725,Zapdos EX (Team Plasma),Zapdos EX Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/90725_200w.jpg,3,1413,https://cpt.tcgcsv.com/wjL,2026-02-02T18:41:20.513,1,48/135,Ultra Rare,170,Basic,"[1L] Agility (30) Flip a coin.  If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.","[2LL] Powervolt (80+) If this Pokemon has any Plasma Energy attached to it, this attack does 40 more damage.",Lx2,F-20,1,5.25,11.14,4321.0,11.16,,Holofoil,,
90777,Zubat (52),Zubat 52,https://tcgplayer-cdn.tcgplayer.com/product/90777_200w.jpg,3,1413,https://cpt.tcgcsv.com/zkL,2025-12-04T06:12:48.247,1,52/135,Common,50,Basic,[1] Spiral Drain (10) Heal 10 damage from this Pokemon.,,Lx2,F-20,1,0.03,0.25,5.0,0.28,0.14,Normal,,
90777,Zubat (52),Zubat 52,https://tcgplayer-cdn.tcgplayer.com/product/90777_200w.jpg,3,1413,https://cpt.tcgcsv.com/zkL,2025-12-04T06:12:48.247,1,52/135,Common,50,Basic,[1] Spiral Drain (10) Heal 10 damage from this Pokemon.,,Lx2,F-20,1,1.99,2.58,4.0,3.19,,Reverse Holofoil,,
