productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardType,extCardText
86845,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86845_200w.jpg,3,1413,https://cpt.tcgcsv.com/WLJ,2025-12-04T04:51:45.74,1,106/135,Uncommon,90,Stage 1,[1] Supersonic - The Defending Pokemon is now Confused.,[3] Hyper Voice (50),Fx2,,3,0.15,0.38,5.0,0.4,,Normal,,
86845,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86845_200w.jpg,3,1413,https://cpt.tcgcsv.com/WLJ,2025-12-04T04:51:45.74,1,106/135,Uncommon,90,Stage 1,[1] Supersonic - The Defending Pokemon is now Confused.,[3] Hyper Voice (50),Fx2,,3,0.45,0.74,7.0,0.74,,Reverse Holofoil,,
86883,Lucario (77),Lucario 77,https://tcgplayer-cdn.tcgplayer.com/product/86883_200w.jpg,3,1413,https://cpt.tcgcsv.com/HMJ,2023-01-10T17:13:20.013,1,77/135,Uncommon,90,Stage 1,[1F] Kick (30),[2F] Mach Cross (70),Px2,,1,0.58,1.34,3.49,1.32,,Normal,,
86883,Lucario (77),Lucario 77,https://tcgplayer-cdn.tcgplayer.com/product/86883_200w.jpg,3,1413,https://cpt.tcgcsv.com/HMJ,2023-01-10T17:13:20.013,1,77/135,Uncommon,90,Stage 1,[1F] Kick (30),[2F] Mach Cross (70),Px2,,1,20.79,22.99,23.79,26.49,,Reverse Holofoil,,
86884,Lucario (78),Lucario 78,https://tcgplayer-cdn.tcgplayer.com/product/86884_200w.jpg,3,1413,https://cpt.tcgcsv.com/JMJ,2023-01-10T17:14:05.543,1,78/135,Holo Rare,100,Stage 1,[2F] Hurricane Kick (60+) Does 30 more damage for each Prize card your opponent has taken.,,Px2,,2,3.92,19.48,34.99,6.27,16.96,Holofoil,,"Dual Armor - If this Pokemon has any M Energy attached to it, this Pokemon's type is both F and M.  (Ability)"
86884,Lucario (78),Lucario 78,https://tcgplayer-cdn.tcgplayer.com/product/86884_200w.jpg,3,1413,https://cpt.tcgcsv.com/JMJ,2023-01-10T17:14:05.543,1,78/135,Holo Rare,100,Stage 1,[2F] Hurricane Kick (60+) Does 30 more damage for each Prize card your opponent has taken.,,Px2,,2,15.5,20.66,30.0,24.4,,Reverse Holofoil,,"Dual Armor - If this Pokemon has any M Energy attached to it, this Pokemon's type is both F and M.  (Ability)"
86901,Ludicolo,Ludicolo,https://tcgplayer-cdn.tcgplayer.com/product/86901_200w.jpg,3,1413,https://cpt.tcgcsv.com/2NJ,2025-12-04T04:52:14.477,1,31/135,Rare,130,Stage 2,"[1WW] Groovy Dance (70) You may discard an Energy attached to this Pokemon.  If you do, the Defending Pokemon is now Confused.",,Lx2,,3,0.35,0.72,7.0,0.64,0.81,Normal,,"Rain Dish - At any time between turns, heal 20 damage from this Pokemon.  (Ability)"
86901,Ludicolo,Ludicolo,https://tcgplayer-cdn.tcgplayer.com/product/86901_200w.jpg,3,1413,https://cpt.tcgcsv.com/2NJ,2025-12-04T04:52:14.477,1,31/135,Rare,130,Stage 2,"[1WW] Groovy Dance (70) You may discard an Energy attached to this Pokemon.  If you do, the Defending Pokemon is now Confused.",,Lx2,,3,2.25,4.0,8.0,3.82,,Reverse Holofoil,,"Rain Dish - At any time between turns, heal 20 damage from this Pokemon.  (Ability)"
86913,Lugia EX (Team Plasma),Lugia EX Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86913_200w.jpg,3,1413,https://cpt.tcgcsv.com/hNJ,2023-01-10T17:20:44.583,1,108/135,Ultra Rare,180,Basic,"[4] Plasma Gale (120) Discard a Plasma Energy attached to this Pokemon.  If you can't discard a Plasma Energy, this attack does nothing.",,Lx2,F-20,2,20.99,46.7,75.0,41.63,,Holofoil,,"Overflow - If your opponent's Pokemon is Knocked Out by damage from an attack of this Pokemon, take 1 more Prize card.  (Ability)"
86916,Lugia EX (Team Plasma) (134 Full Art),Lugia EX Team Plasma 134 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/86916_200w.jpg,3,1413,https://cpt.tcgcsv.com/lNJ,2023-01-10T17:25:03.9,1,134/135,Ultra Rare,180,Basic,"[4] Plasma Gale (120) Discard a Plasma Energy attached to this Pokemon.  If you can't discard a Plasma Energy, this attack does nothing.",,Lx2,F-20,2,543.51,744.79,900.0,394.08,,Holofoil,,"Overflow - If your opponent's Pokemon is Knocked Out by damage from an attack of this Pokemon, take 1 more Prize card.  (Ability)"
86929,Lunatone,Lunatone,https://tcgplayer-cdn.tcgplayer.com/product/86929_200w.jpg,3,1413,https://cpt.tcgcsv.com/CNJ,2025-02-05T21:10:59.653,1,73/135,Uncommon,90,Basic,[1F] Rock Throw (30),,Gx2,None,3,0.55,0.84,52.91,0.92,,Normal,,"Premonition - Once during your turn (before your attack), you may look at the top 2 cards of your deck and put them back on top of your deck in any order.  (Ability)"
86929,Lunatone,Lunatone,https://tcgplayer-cdn.tcgplayer.com/product/86929_200w.jpg,3,1413,https://cpt.tcgcsv.com/CNJ,2025-02-05T21:10:59.653,1,73/135,Uncommon,90,Basic,[1F] Rock Throw (30),,Gx2,None,3,1.84,2.65,10.0,2.52,,Reverse Holofoil,,"Premonition - Once during your turn (before your attack), you may look at the top 2 cards of your deck and put them back on top of your deck in any order.  (Ability)"
87086,Magnemite (42),Magnemite 42,https://tcgplayer-cdn.tcgplayer.com/product/87086_200w.jpg,3,1413,https://cpt.tcgcsv.com/LRJ,2023-01-10T17:03:02.427,1,42/135,Common,60,Basic,"[1] Metal Sound - Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1L] Electro Ball (20),Fx2,,1,0.07,0.24,5.0,0.22,,Normal,,
87086,Magnemite (42),Magnemite 42,https://tcgplayer-cdn.tcgplayer.com/product/87086_200w.jpg,3,1413,https://cpt.tcgcsv.com/LRJ,2023-01-10T17:03:02.427,1,42/135,Common,60,Basic,"[1] Metal Sound - Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1L] Electro Ball (20),Fx2,,1,1.45,2.27,6.0,1.8,,Reverse Holofoil,,
87087,Magnemite (43),Magnemite 43,https://tcgplayer-cdn.tcgplayer.com/product/87087_200w.jpg,3,1413,https://cpt.tcgcsv.com/MRJ,2023-01-10T17:03:10.653,1,43/135,Common,60,Basic,[L] Electro Ball (10),,Fx2,,1,0.15,0.31,1.0,0.26,0.18,Normal,,
87087,Magnemite (43),Magnemite 43,https://tcgplayer-cdn.tcgplayer.com/product/87087_200w.jpg,3,1413,https://cpt.tcgcsv.com/MRJ,2023-01-10T17:03:10.653,1,43/135,Common,60,Basic,[L] Electro Ball (10),,Fx2,,1,0.4,0.6,6.0,0.7,,Reverse Holofoil,,
87111,Magneton (44),Magneton 44,https://tcgplayer-cdn.tcgplayer.com/product/87111_200w.jpg,3,1413,https://cpt.tcgcsv.com/fSJ,2025-02-05T21:10:59.703,1,44/135,Uncommon,80,Stage 1,[1] Metal Sound - The Defending Pokemon is now Confused.,[1L] Electro Ball (30),Fx2,,2,0.14,0.31,5.0,0.33,,Normal,,
87111,Magneton (44),Magneton 44,https://tcgplayer-cdn.tcgplayer.com/product/87111_200w.jpg,3,1413,https://cpt.tcgcsv.com/fSJ,2025-02-05T21:10:59.703,1,44/135,Uncommon,80,Stage 1,[1] Metal Sound - The Defending Pokemon is now Confused.,[1L] Electro Ball (30),Fx2,,2,0.95,1.4,6.0,1.22,,Reverse Holofoil,,
87112,Magneton (45),Magneton 45,https://tcgplayer-cdn.tcgplayer.com/product/87112_200w.jpg,3,1413,https://cpt.tcgcsv.com/gSJ,2025-12-04T04:53:08.583,1,45/135,Uncommon,80,Stage 1,"[1L] Knock Away (20+) Flip a coin.  If heads, this attack does 20 more damage.",,Fx2,,2,0.19,0.35,5.0,0.33,,Normal,,
87112,Magneton (45),Magneton 45,https://tcgplayer-cdn.tcgplayer.com/product/87112_200w.jpg,3,1413,https://cpt.tcgcsv.com/gSJ,2025-12-04T04:53:08.583,1,45/135,Uncommon,80,Stage 1,"[1L] Knock Away (20+) Flip a coin.  If heads, this attack does 20 more damage.",,Fx2,,2,0.99,2.33,6.0,1.52,,Reverse Holofoil,,
87119,Magnezone,Magnezone,https://tcgplayer-cdn.tcgplayer.com/product/87119_200w.jpg,3,1413,https://cpt.tcgcsv.com/pSJ,2023-01-10T17:04:10.363,1,47/135,Rare,140,Stage 2,[L] Double Assist (30) Attach 2 basic Energy cards from your discard pile to 1 of your Pokemon.,"[2L] Tumbling Attack (70+) Flip a coin.  If heads, this attack does 20 more damage.",Fx2,,2,0.39,0.75,4.24,0.87,,Normal,,
87119,Magnezone,Magnezone,https://tcgplayer-cdn.tcgplayer.com/product/87119_200w.jpg,3,1413,https://cpt.tcgcsv.com/pSJ,2023-01-10T17:04:10.363,1,47/135,Rare,140,Stage 2,[L] Double Assist (30) Attach 2 basic Energy cards from your discard pile to 1 of your Pokemon.,"[2L] Tumbling Attack (70+) Flip a coin.  If heads, this attack does 20 more damage.",Fx2,,2,0.45,1.49,5.99,0.93,1.0,Reverse Holofoil,,
87120,Magnezone (Team Plasma),Magnezone Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87120_200w.jpg,3,1413,https://cpt.tcgcsv.com/qSJ,2026-02-17T23:24:32.623,1,46/135,Holo Rare,140,Stage 2,"[1LL] Gyro Ball (80) Switch this Pokemon with 1 of your Benched Pokemon.  Then, your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",,Fx2,,3,2.0,3.45,6.75,3.45,5.0,Holofoil,,"Dual Brains - During your turn, you may play 2 Supporter cards.  (Ability)"
87120,Magnezone (Team Plasma),Magnezone Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87120_200w.jpg,3,1413,https://cpt.tcgcsv.com/qSJ,2026-02-17T23:24:32.623,1,46/135,Holo Rare,140,Stage 2,"[1LL] Gyro Ball (80) Switch this Pokemon with 1 of your Benched Pokemon.  Then, your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",,Fx2,,3,7.2,11.19,20.05,12.24,,Reverse Holofoil,,"Dual Brains - During your turn, you may play 2 Supporter cards.  (Ability)"
87141,Mamoswine,Mamoswine,https://tcgplayer-cdn.tcgplayer.com/product/87141_200w.jpg,3,1413,https://cpt.tcgcsv.com/RSJ,2023-01-10T17:00:40.853,1,28/135,Rare,150,Stage 2,"[2W] Frost Stone (50+) Flip a coin.  If heads, this attack does 20 more damage and the Defending Pokemon is now Paralyzed.",[2WW] Continuous Headbutt (90x) Flip a coin until you get tails.  This attack does 90 damage times the number of heads.,Mx2,,4,0.4,0.75,1.75,0.79,,Normal,,
87141,Mamoswine,Mamoswine,https://tcgplayer-cdn.tcgplayer.com/product/87141_200w.jpg,3,1413,https://cpt.tcgcsv.com/RSJ,2023-01-10T17:00:40.853,1,28/135,Rare,150,Stage 2,"[2W] Frost Stone (50+) Flip a coin.  If heads, this attack does 20 more damage and the Defending Pokemon is now Paralyzed.",[2WW] Continuous Headbutt (90x) Flip a coin until you get tails.  This attack does 90 damage times the number of heads.,Mx2,,4,1.07,6.34,10.0,6.42,,Reverse Holofoil,,
87149,Manaphy,Manaphy,https://tcgplayer-cdn.tcgplayer.com/product/87149_200w.jpg,3,1413,https://cpt.tcgcsv.com/_SJ,2026-02-17T23:23:20.343,1,34/135,Holo Rare,70,Basic,"[W] Seafaring - Flip 3 coins.  For each heads, attach a W Energy card from your discard pile to your Benched Pokemon in any way you like.",,Lx2,,1,0.49,2.0,3.45,1.91,2.2,Holofoil,,"Final Wish - When this Pokemon is Knocked Out by damage from an opponent's attack, search your deck for a card and put it into your hand.  Shuffle your deck afterward.  (Ability)"
87149,Manaphy,Manaphy,https://tcgplayer-cdn.tcgplayer.com/product/87149_200w.jpg,3,1413,https://cpt.tcgcsv.com/_SJ,2026-02-17T23:23:20.343,1,34/135,Holo Rare,70,Basic,"[W] Seafaring - Flip 3 coins.  For each heads, attach a W Energy card from your discard pile to your Benched Pokemon in any way you like.",,Lx2,,1,1.25,3.14,6.34,3.14,,Reverse Holofoil,,"Final Wish - When this Pokemon is Knocked Out by damage from an opponent's attack, search your deck for a card and put it into your hand.  Shuffle your deck afterward.  (Ability)"
87191,Maractus,Maractus,https://tcgplayer-cdn.tcgplayer.com/product/87191_200w.jpg,3,1413,https://cpt.tcgcsv.com/RTJ,2023-01-10T16:57:46.963,1,11/135,Uncommon,90,Basic,[G] Dazzle Dance (10) The Defending Pokemon is now Confused.,"[1G] Ambush (20+) Flip a coin.  If heads, this attack does 30 more damage.",Rx2,W-20,1,0.17,0.3,1.87,0.29,0.28,Normal,,
87191,Maractus,Maractus,https://tcgplayer-cdn.tcgplayer.com/product/87191_200w.jpg,3,1413,https://cpt.tcgcsv.com/RTJ,2023-01-10T16:57:46.963,1,11/135,Uncommon,90,Basic,[G] Dazzle Dance (10) The Defending Pokemon is now Confused.,"[1G] Ambush (20+) Flip a coin.  If heads, this attack does 30 more damage.",Rx2,W-20,1,0.44,0.75,3.0,1.0,,Reverse Holofoil,,
87568,Moltres EX (Team Plasma),Moltres EX Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/87568_200w.jpg,3,1413,https://cpt.tcgcsv.com/n2K,2025-11-19T13:08:20.087,1,14/135,Ultra Rare,170,Basic,"[1R] Destructive Flame (30) Flip a coin.  If heads, discard an Energy attached to the Defending Pokemon.","[2RR] Power Flame (80+) If this Pokemon has any Plasma Energy attached to it, this attack does 40 more damage.",Wx2,F-20,1,5.01,9.25,42.08,9.11,8.71,Holofoil,,
87573,Monferno,Monferno,https://tcgplayer-cdn.tcgplayer.com/product/87573_200w.jpg,3,1413,https://cpt.tcgcsv.com/t2K,2025-12-04T04:54:00.687,1,16/135,Uncommon,80,Stage 1,[1] Loud Howl - Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,[1R] Fire Tail Slap (50) Discard an Energy attached to this Pokemon.,Wx2,,1,0.14,0.38,1.99,0.46,0.2,Normal,,
87573,Monferno,Monferno,https://tcgplayer-cdn.tcgplayer.com/product/87573_200w.jpg,3,1413,https://cpt.tcgcsv.com/t2K,2025-12-04T04:54:00.687,1,16/135,Uncommon,80,Stage 1,[1] Loud Howl - Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,[1R] Fire Tail Slap (50) Discard an Energy attached to this Pokemon.,Wx2,,1,1.88,2.35,7.0,2.95,,Reverse Holofoil,,
87944,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/87944_200w.jpg,3,1413,https://cpt.tcgcsv.com/VbK,2025-11-11T05:36:40.303,1,19/135,Common,70,Basic,[2] Scratch (20),[1RR] Double Fire (40x) Flip 2 coins.  This attack does 40 damage times the number of heads.,Wx2,,1,0.11,0.25,5.0,0.23,0.23,Normal,,
87944,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/87944_200w.jpg,3,1413,https://cpt.tcgcsv.com/VbK,2025-11-11T05:36:40.303,1,19/135,Common,70,Basic,[2] Scratch (20),[1RR] Double Fire (40x) Flip 2 coins.  This attack does 40 damage times the number of heads.,Wx2,,1,0.2,0.49,2.0,0.48,,Reverse Holofoil,,
87965,Patrat (110),Patrat 110,https://tcgplayer-cdn.tcgplayer.com/product/87965_200w.jpg,3,1413,https://cpt.tcgcsv.com/kcK,2023-01-10T17:21:01.363,1,110/135,Common,50,Basic,[1] Reckless Charge (20) This Pokemon does 10 damage to itself.,,Fx2,,1,0.14,0.26,1.52,0.27,,Normal,,
87965,Patrat (110),Patrat 110,https://tcgplayer-cdn.tcgplayer.com/product/87965_200w.jpg,3,1413,https://cpt.tcgcsv.com/kcK,2023-01-10T17:21:01.363,1,110/135,Common,50,Basic,[1] Reckless Charge (20) This Pokemon does 10 damage to itself.,,Fx2,,1,0.34,0.65,2.0,0.75,,Reverse Holofoil,,
87966,Patrat (111),Patrat 111,https://tcgplayer-cdn.tcgplayer.com/product/87966_200w.jpg,3,1413,https://cpt.tcgcsv.com/lcK,2025-12-04T04:54:48.41,1,111/135,Common,50,Basic,[1] Collect - Draw a card.,[2] Slam (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Fx2,,1,0.1,0.31,5.0,0.33,0.2,Normal,,
87966,Patrat (111),Patrat 111,https://tcgplayer-cdn.tcgplayer.com/product/87966_200w.jpg,3,1413,https://cpt.tcgcsv.com/lcK,2025-12-04T04:54:48.41,1,111/135,Common,50,Basic,[1] Collect - Draw a card.,[2] Slam (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Fx2,,1,0.75,1.04,6.0,2.47,,Reverse Holofoil,,
88005,Phanpy,Phanpy,https://tcgplayer-cdn.tcgplayer.com/product/88005_200w.jpg,3,1413,https://cpt.tcgcsv.com/7dK,2023-01-10T17:11:45.497,1,71/135,Common,80,Basic,[F] Tackle (10),[1FF] Rollout (50),Wx2,L-20,2,0.24,0.5,5.0,0.56,,Normal,,
88005,Phanpy,Phanpy,https://tcgplayer-cdn.tcgplayer.com/product/88005_200w.jpg,3,1413,https://cpt.tcgcsv.com/7dK,2023-01-10T17:11:45.497,1,71/135,Common,80,Basic,[F] Tackle (10),[1FF] Rollout (50),Wx2,L-20,2,0.87,1.5,8.0,1.37,,Reverse Holofoil,,
88121,Piloswine,Piloswine,https://tcgplayer-cdn.tcgplayer.com/product/88121_200w.jpg,3,1413,https://cpt.tcgcsv.com/rgK,2023-01-10T17:00:31.887,1,27/135,Uncommon,100,Stage 1,"[1W] Ice Beam (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2WW] Quintuple Headbutt (40x) Flip 5 coins.  This attack does 40 damage times the number of heads.,Mx2,,3,0.1,0.37,1.49,0.41,,Normal,,
88121,Piloswine,Piloswine,https://tcgplayer-cdn.tcgplayer.com/product/88121_200w.jpg,3,1413,https://cpt.tcgcsv.com/rgK,2023-01-10T17:00:31.887,1,27/135,Uncommon,100,Stage 1,"[1W] Ice Beam (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2WW] Quintuple Headbutt (40x) Flip 5 coins.  This attack does 40 damage times the number of heads.,Mx2,,3,0.65,0.91,1.43,1.2,,Reverse Holofoil,,
88155,Plasma Energy (Team Plasma),Plasma Energy Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88155_200w.jpg,3,1413,https://cpt.tcgcsv.com/7hK,2025-12-04T22:44:05.717,1,127/135,Uncommon,,,,,,,,0.12,0.26,19.5,0.27,0.21,Normal,Energy,This card provides 1 Energy.
88155,Plasma Energy (Team Plasma),Plasma Energy Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88155_200w.jpg,3,1413,https://cpt.tcgcsv.com/7hK,2025-12-04T22:44:05.717,1,127/135,Uncommon,,,,,,,,2.06,2.35,8.0,2.33,,Reverse Holofoil,Energy,This card provides 1 Energy.
88158,Plasma Frigate (Team Plasma),Plasma Frigate Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88158_200w.jpg,3,1413,https://cpt.tcgcsv.com/bhK,2025-12-04T22:44:57.297,1,124/135,Uncommon,,,Each Pokemon that has any Plasma Energy attached to it (both yours and your opponent's) has no Weakness.,,,,,0.1,0.25,19.5,0.24,0.15,Normal,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card."
88158,Plasma Frigate (Team Plasma),Plasma Frigate Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88158_200w.jpg,3,1413,https://cpt.tcgcsv.com/bhK,2025-12-04T22:44:57.297,1,124/135,Uncommon,,,Each Pokemon that has any Plasma Energy attached to it (both yours and your opponent's) has no Weakness.,,,,,0.41,1.1,3.99,1.27,,Reverse Holofoil,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card."
88460,Purrloin (82),Purrloin 82,https://tcgplayer-cdn.tcgplayer.com/product/88460_200w.jpg,3,1413,https://cpt.tcgcsv.com/dpK,2023-01-10T17:16:26.777,1,82/135,Common,50,Basic,"[D] Tail Trickery - Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1F] Fury Swipes (10x) Flip 3 coins.  This attack does 10 damage times the number of heads.,Fx2,P-20,1,0.14,0.27,5.0,0.27,0.25,Normal,,
88460,Purrloin (82),Purrloin 82,https://tcgplayer-cdn.tcgplayer.com/product/88460_200w.jpg,3,1413,https://cpt.tcgcsv.com/dpK,2023-01-10T17:16:26.777,1,82/135,Common,50,Basic,"[D] Tail Trickery - Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1F] Fury Swipes (10x) Flip 3 coins.  This attack does 10 damage times the number of heads.,Fx2,P-20,1,0.41,1.69,4.19,1.58,,Reverse Holofoil,,
88461,Purrloin (83),Purrloin 83,https://tcgplayer-cdn.tcgplayer.com/product/88461_200w.jpg,3,1413,https://cpt.tcgcsv.com/fpK,2023-01-10T17:16:34.357,1,83/135,Common,50,Basic,[1] Scout - Your opponent reveals his or her hand.,"[1D] Fasten Claws (20+) Flip a coin.  If heads, this attack does 10 more damage.",Fx2,P-20,1,0.09,0.25,5.0,0.25,,Normal,,
88461,Purrloin (83),Purrloin 83,https://tcgplayer-cdn.tcgplayer.com/product/88461_200w.jpg,3,1413,https://cpt.tcgcsv.com/fpK,2023-01-10T17:16:34.357,1,83/135,Common,50,Basic,[1] Scout - Your opponent reveals his or her hand.,"[1D] Fasten Claws (20+) Flip a coin.  If heads, this attack does 10 more damage.",Fx2,P-20,1,0.5,1.04,4.0,1.31,0.75,Reverse Holofoil,,
88565,Ralts,Ralts,https://tcgplayer-cdn.tcgplayer.com/product/88565_200w.jpg,3,1413,https://cpt.tcgcsv.com/krK,2025-11-19T13:11:09.307,1,59/135,Common,60,Basic,"[1] Psy Bolt - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,Px2,,1,0.19,0.7,5.0,0.76,0.5,Normal,,
88565,Ralts,Ralts,https://tcgplayer-cdn.tcgplayer.com/product/88565_200w.jpg,3,1413,https://cpt.tcgcsv.com/krK,2025-11-19T13:11:09.307,1,59/135,Common,60,Basic,"[1] Psy Bolt - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,Px2,,1,2.5,3.88,8.74,5.05,,Reverse Holofoil,,
88574,Random Receiver,Random Receiver,https://tcgplayer-cdn.tcgplayer.com/product/88574_200w.jpg,3,1413,https://cpt.tcgcsv.com/vrK,2025-11-19T13:12:14.657,1,138/135,Ultra Rare,0,Item,Reveal cards from the top of your deck until you reveal a Supporter card.  Put it into your hand.  Shuffle the other cards back into your deck.,,,,,28.0,40.61,399.99,43.25,36.42,Holofoil,Item,You may play as many Item cards as you like during your turn (before your attack).
88761,Riolu (75),Riolu 75,https://tcgplayer-cdn.tcgplayer.com/product/88761_200w.jpg,3,1413,https://cpt.tcgcsv.com/fwK,2023-01-10T17:12:17.597,1,75/135,Common,60,Basic,[1] Punch (10),[1F] Kick (20),Px2,,1,0.14,0.4,2.31,0.5,,Normal,,
88761,Riolu (75),Riolu 75,https://tcgplayer-cdn.tcgplayer.com/product/88761_200w.jpg,3,1413,https://cpt.tcgcsv.com/fwK,2023-01-10T17:12:17.597,1,75/135,Common,60,Basic,[1] Punch (10),[1F] Kick (20),Px2,,1,5.03,17.52,30.0,7.48,,Reverse Holofoil,,
88762,Riolu (76),Riolu 76,https://tcgplayer-cdn.tcgplayer.com/product/88762_200w.jpg,3,1413,https://cpt.tcgcsv.com/gwK,2023-01-10T17:12:24.673,1,76/135,Common,70,Basic,[2] Kick (20),"[2F] Feint (40) 
<br>This attack's damage isn't affected by Resistance.",Px2,,1,0.15,0.39,9.09,0.39,,Normal,,
88762,Riolu (76),Riolu 76,https://tcgplayer-cdn.tcgplayer.com/product/88762_200w.jpg,3,1413,https://cpt.tcgcsv.com/gwK,2023-01-10T17:12:24.673,1,76/135,Common,70,Basic,[2] Kick (20),"[2F] Feint (40) 
<br>This attack's damage isn't affected by Resistance.",Px2,,1,24.99,27.5,30.0,1.74,,Reverse Holofoil,,
88840,Rotom (Team Plasma),Rotom Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88840_200w.jpg,3,1413,https://cpt.tcgcsv.com/QxK,2025-12-04T04:56:06.023,1,49/135,Uncommon,60,Basic,"[1] Electribonus - Discard a L Energy card from your hand.  If you do, draw 3 cards.",[1L] Poltergeist (20x) Your opponent reveals his or her hand.  This attack does 20 damage times the number of Trainer cards in your opponent's hand.,Fx2,,1,0.2,0.45,5.0,0.45,0.32,Normal,,
88840,Rotom (Team Plasma),Rotom Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88840_200w.jpg,3,1413,https://cpt.tcgcsv.com/QxK,2025-12-04T04:56:06.023,1,49/135,Uncommon,60,Basic,"[1] Electribonus - Discard a L Energy card from your hand.  If you do, draw 3 cards.",[1L] Poltergeist (20x) Your opponent reveals his or her hand.  This attack does 20 damage times the number of Trainer cards in your opponent's hand.,Fx2,,1,3.45,4.77,9.99,7.12,,Reverse Holofoil,,
88844,Rufflet,Rufflet,https://tcgplayer-cdn.tcgplayer.com/product/88844_200w.jpg,3,1413,https://cpt.tcgcsv.com/VxK,2023-01-10T17:21:58.73,1,115/135,Common,50,Basic,[2] Incessant Peck (10+) Flip a coin until you get tails.  This attack does 20 more damage for each heads.,,Lx2,F-20,1,0.1,0.24,1.87,0.23,,Normal,,
88844,Rufflet,Rufflet,https://tcgplayer-cdn.tcgplayer.com/product/88844_200w.jpg,3,1413,https://cpt.tcgcsv.com/VxK,2023-01-10T17:21:58.73,1,115/135,Common,50,Basic,[2] Incessant Peck (10+) Flip a coin until you get tails.  This attack does 20 more damage for each heads.,,Lx2,F-20,1,0.25,0.49,2.0,0.49,,Reverse Holofoil,,
88980,Scrafty (Team Plasma),Scrafty Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88980_200w.jpg,3,1413,https://cpt.tcgcsv.com/DCK,2023-01-10T17:16:55.42,1,86/135,Rare,90,Stage 1,[1D] Kick Away (30) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,"[1DD] Reinforced Headbutt (50+) If this Pokemon has a Pokemon Tool attached to it, this attack does 50 more damage.",Fx2,P-20,1,1.58,3.32,6.2,1.62,,Normal,,
88980,Scrafty (Team Plasma),Scrafty Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88980_200w.jpg,3,1413,https://cpt.tcgcsv.com/DCK,2023-01-10T17:16:55.42,1,86/135,Rare,90,Stage 1,[1D] Kick Away (30) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,"[1DD] Reinforced Headbutt (50+) If this Pokemon has a Pokemon Tool attached to it, this attack does 50 more damage.",Fx2,P-20,1,1.99,4.48,15.0,5.06,,Reverse Holofoil,,
88985,Scraggy,Scraggy,https://tcgplayer-cdn.tcgplayer.com/product/88985_200w.jpg,3,1413,https://cpt.tcgcsv.com/KCK,2023-02-01T15:02:02.893,1,85/135,Common,60,Basic,[D] Headbutt (10),[2] Low Kick (20),Fx2,P-20,2,0.13,0.25,5.0,0.21,,Normal,,
88985,Scraggy,Scraggy,https://tcgplayer-cdn.tcgplayer.com/product/88985_200w.jpg,3,1413,https://cpt.tcgcsv.com/KCK,2023-02-01T15:02:02.893,1,85/135,Common,60,Basic,[D] Headbutt (10),[2] Low Kick (20),Fx2,P-20,2,0.25,0.49,1.49,0.46,,Reverse Holofoil,,
