productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
89300,Slakoth,Slakoth,https://tcgplayer-cdn.tcgplayer.com/product/89300_200w.jpg,3,1394,https://cpt.tcgcsv.com/0LK,2023-01-06T17:13:14.11,1,101/124,Common,Colorless,60,Basic,,[1] Smack 'n' Slack (10) This Pokemon is now Asleep.,Fx2,,2,0.6,0.8,2.99,0.7,,Reverse Holofoil,
89450,Spheal,Spheal,https://tcgplayer-cdn.tcgplayer.com/product/89450_200w.jpg,3,1394,https://cpt.tcgcsv.com/0PK,2025-12-04T22:15:10.333,1,29/124,Common,Water,60,Basic,,"[1W] Unstoppable Roll (10+) Flip 2 coins.  If both of them are heads, this attack does 30 more damage.",Mx2,,2,0.21,0.32,19.5,0.32,0.36,Normal,
89450,Spheal,Spheal,https://tcgplayer-cdn.tcgplayer.com/product/89450_200w.jpg,3,1394,https://cpt.tcgcsv.com/0PK,2025-12-04T22:15:10.333,1,29/124,Common,Water,60,Basic,,"[1W] Unstoppable Roll (10+) Flip 2 coins.  If both of them are heads, this attack does 30 more damage.",Mx2,,2,2.05,2.27,3.61,3.64,,Reverse Holofoil,
89581,Stunfisk,Stunfisk,https://tcgplayer-cdn.tcgplayer.com/product/89581_200w.jpg,3,1394,https://cpt.tcgcsv.com/FRK,2023-01-06T17:03:36.727,1,70/124,Uncommon,Fighting,100,Basic,,[F] Muddy Water (20) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Wx2,L-20,3,0.04,0.25,5.0,0.29,0.25,Normal,[1F] Rumble (40) The Defending Pokemon can't retreat during your opponent's next turn.
89581,Stunfisk,Stunfisk,https://tcgplayer-cdn.tcgplayer.com/product/89581_200w.jpg,3,1394,https://cpt.tcgcsv.com/FRK,2023-01-06T17:03:36.727,1,70/124,Uncommon,Fighting,100,Basic,,[F] Muddy Water (20) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Wx2,L-20,3,0.25,0.5,2.0,0.59,0.29,Reverse Holofoil,[1F] Rumble (40) The Defending Pokemon can't retreat during your opponent's next turn.
89588,Stunky,Stunky,https://tcgplayer-cdn.tcgplayer.com/product/89588_200w.jpg,3,1394,https://cpt.tcgcsv.com/NRK,2025-11-24T12:39:17.033,1,76/124,Common,Darkness,60,Basic,,"[D] Acid Spray (10) Flip a coin.  If heads, discard an Energy attached to the Defending Pokemon.",Fx2,P-20,1,0.09,0.3,19.5,0.28,0.23,Normal,
89588,Stunky,Stunky,https://tcgplayer-cdn.tcgplayer.com/product/89588_200w.jpg,3,1394,https://cpt.tcgcsv.com/NRK,2025-11-24T12:39:17.033,1,76/124,Common,Darkness,60,Basic,,"[D] Acid Spray (10) Flip a coin.  If heads, discard an Energy attached to the Defending Pokemon.",Fx2,P-20,1,0.3,0.5,3.49,0.41,,Reverse Holofoil,
89661,Swablu (104),Swablu 104,https://tcgplayer-cdn.tcgplayer.com/product/89661_200w.jpg,3,1394,https://cpt.tcgcsv.com/fTK,2025-12-11T00:01:38.67,1,104/124,Uncommon,Colorless,40,Basic,,[1] Sing - The Defending Pokemon is now Asleep.,Lx2,F-20,1,0.24,0.42,1.72,0.4,,Normal,[2] Peck (20)
89661,Swablu (104),Swablu 104,https://tcgplayer-cdn.tcgplayer.com/product/89661_200w.jpg,3,1394,https://cpt.tcgcsv.com/fTK,2025-12-11T00:01:38.67,1,104/124,Uncommon,Colorless,40,Basic,,[1] Sing - The Defending Pokemon is now Asleep.,Lx2,F-20,1,1.69,2.14,3.32,2.56,,Reverse Holofoil,[2] Peck (20)
89662,Swablu (105),Swablu 105,https://tcgplayer-cdn.tcgplayer.com/product/89662_200w.jpg,3,1394,https://cpt.tcgcsv.com/gTK,2023-02-22T06:49:50.457,1,105/124,Common,Colorless,40,Basic,,[1] Peck (10),Lx2,F-20,1,0.04,0.25,3.0,0.34,,Normal,
