productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
271522,Code Card - Pokemon GO Tin [Pikachu],Code Card Pokemon GO Tin Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/271522_200w.jpg,3,3064,https://cpt.tcgcsv.com/sDb3,2022-07-20T19:44:21.683,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.02,0.1,0.6,0.12,,Normal,Code Card,,,,,,,,,
271523,Code Card - Pokemon GO Tin [Snorlax],Code Card Pokemon GO Tin Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/271523_200w.jpg,3,3064,https://cpt.tcgcsv.com/tDb3,2022-07-20T19:42:54.143,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.04,0.19,0.55,0.21,,Normal,Code Card,,,,,,,,,
274421,Pokemon GO Booster Pack,Pokemon GO Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/274421_200w.jpg,3,3064,https://cpt.tcgcsv.com/rNc3,2022-07-01T04:03:10.78,1,Each Pokemon GO booster pack contains 10 random cards.,,7.49,10.03,19.99,9.81,,Normal,,,,,,,,,,
274433,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/274433_200w.jpg,3,3064,https://cpt.tcgcsv.com/HNc3,2026-02-17T15:18:16.803,1,,,0.02,0.2,20.0,0.16,0.1,Normal,Common,001/078,Grass,70,Basic,[G] Vine Whip (10),[1G] Razor Leaf (20),Rx2,None,2
274433,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/274433_200w.jpg,3,3064,https://cpt.tcgcsv.com/HNc3,2026-02-17T15:18:16.803,1,,,0.15,0.4,2.95,0.57,,Reverse Holofoil,Common,001/078,Grass,70,Basic,[G] Vine Whip (10),[1G] Razor Leaf (20),Rx2,None,2
274434,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/274434_200w.jpg,3,3064,https://cpt.tcgcsv.com/JNc3,2025-11-21T01:03:22.533,1,,,0.18,0.48,4.25,0.46,,Reverse Holofoil,Uncommon,002/078,Grass,100,Stage 1,"[G] Summoning Aroma
<br>Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",[2G] Razor Leaf (60),Rx2,None,3
274434,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/274434_200w.jpg,3,3064,https://cpt.tcgcsv.com/JNc3,2025-11-21T01:03:22.533,1,,,0.02,0.2,5.0,0.18,0.15,Normal,Uncommon,002/078,Grass,100,Stage 1,"[G] Summoning Aroma
<br>Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",[2G] Razor Leaf (60),Rx2,None,3
274435,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/274435_200w.jpg,3,3064,https://cpt.tcgcsv.com/KNc3,2025-10-31T18:11:33.843,1,"<strong>Ability — Loopy Lasso</strong>
<br>Once during your turn, you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon, and the new Active Pokémon is now Asleep and Poisoned.",,0.45,0.77,19.99,0.76,,Reverse Holofoil,Holo Rare,003/078,Grass,180,Stage 2,[2GG] Solar Beam (130),,Rx2,None,4
274435,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/274435_200w.jpg,3,3064,https://cpt.tcgcsv.com/KNc3,2025-10-31T18:11:33.843,1,"<strong>Ability — Loopy Lasso</strong>
<br>Once during your turn, you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon, and the new Active Pokémon is now Asleep and Poisoned.",,0.35,0.81,10.0,0.76,0.62,Holofoil,Holo Rare,003/078,Grass,180,Stage 2,[2GG] Solar Beam (130),,Rx2,None,4
274436,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/274436_200w.jpg,3,3064,https://cpt.tcgcsv.com/LNc3,2025-11-12T17:19:10.913,1,,,0.08,0.43,4.99,0.42,0.35,Reverse Holofoil,Common,008/078,Fire,60,Basic,"[R] Tail on Fire (10)
<br>Search your deck for a Fire Energy card and attach it to this Pokémon. Then, shuffle your deck.",,Wx2,None,1
