productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extRetreatCost,extAttack2,extResistance
87743,Nidorino,Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/87743_200w.jpg,3,1374,https://cpt.tcgcsv.com/T6K,2022-11-29T19:44:16.2,1,056/110,Uncommon,Grass,60,Stage 1,"[2G] Double Kick (30x)
<br>Flip 2 coins. Does 30 damage times number of heads.",P,0.75,2.22,3.99,2.88,,Normal,,1,[2GG] Horn Drill (50),
87743,Nidorino,Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/87743_200w.jpg,3,1374,https://cpt.tcgcsv.com/T6K,2022-11-29T19:44:16.2,1,056/110,Uncommon,Grass,60,Stage 1,"[2G] Double Kick (30x)
<br>Flip 2 coins. Does 30 damage times number of heads.",P,72.05,110.98,4753.1,85.0,,Reverse Holofoil,,1,[2GG] Horn Drill (50),
87764,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/87764_200w.jpg,3,1374,https://cpt.tcgcsv.com/j7K,2022-11-29T19:50:25.19,1,017/110,Holo Rare,Fire,80,Stage 1,"[2] Lure
<br>If your opponent has any Benched Pokémon, choose 1 and switch it with the Defending Pokémon.",W,37.98,49.99,69.97,66.66,,Holofoil,,1,"[RRRR] Fire Blast (80)
<br>
Discard 1 Fire Energy card attached to Ninetales or this attack does nothing.",
87764,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/87764_200w.jpg,3,1374,https://cpt.tcgcsv.com/j7K,2022-11-29T19:50:25.19,1,017/110,Holo Rare,Fire,80,Stage 1,"[2] Lure
<br>If your opponent has any Benched Pokémon, choose 1 and switch it with the Defending Pokémon.",W,268.42,271.71,499.99,350.95,,Reverse Holofoil,,1,"[RRRR] Fire Blast (80)
<br>
Discard 1 Fire Energy card attached to Ninetales or this attack does nothing.",
87855,Omanyte,Omanyte,https://tcgplayer-cdn.tcgplayer.com/product/87855_200w.jpg,3,1374,https://cpt.tcgcsv.com/79K,2026-02-16T19:25:00.963,1,057/110,Uncommon,Water,40,Stage 1,"[W] Water Gun (10+)
<br>Does 10 damage plus 10 more damage for each Water Energy attached to Omanyte but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",G,0.7,1.11,9.09,1.52,,Normal,<strong>Pokémon Power: Clairvoyance</strong> Your opponent plays with his or her hand face up. This power stops working while Omanyte is affected by a Special Condition.,1,,
87855,Omanyte,Omanyte,https://tcgplayer-cdn.tcgplayer.com/product/87855_200w.jpg,3,1374,https://cpt.tcgcsv.com/79K,2026-02-16T19:25:00.963,1,057/110,Uncommon,Water,40,Stage 1,"[W] Water Gun (10+)
<br>Does 10 damage plus 10 more damage for each Water Energy attached to Omanyte but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",G,51.55,54.27,998.99,48.2,998.99,Reverse Holofoil,<strong>Pokémon Power: Clairvoyance</strong> Your opponent plays with his or her hand face up. This power stops working while Omanyte is affected by a Special Condition.,1,,
87867,Omastar,Omastar,https://tcgplayer-cdn.tcgplayer.com/product/87867_200w.jpg,3,1374,https://cpt.tcgcsv.com/m9K,2022-11-29T19:54:39,1,058/110,Uncommon,Water,70,Stage 2,"[1W] Water Gun (20+)
<br>Does 20 damage plus 10 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",G,1.25,1.97,5.0,2.12,,Normal,,1,"[2] Spike Cannon (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",
87867,Omastar,Omastar,https://tcgplayer-cdn.tcgplayer.com/product/87867_200w.jpg,3,1374,https://cpt.tcgcsv.com/m9K,2022-11-29T19:54:39,1,058/110,Uncommon,Water,70,Stage 2,"[1W] Water Gun (20+)
<br>Does 20 damage plus 10 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",G,80.0,105.0,129.99,59.66,,Reverse Holofoil,,1,"[2] Spike Cannon (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",
87877,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/87877_200w.jpg,3,1374,https://cpt.tcgcsv.com/z9K,2025-11-24T21:47:54.193,1,084/110,Common,Fighting,90,Basic,[F] Rock Throw (10),G,0.21,0.48,3.0,0.55,0.33,Normal,,3,"[FF] Harden
<br>During your opponent's next turn, whenever 30 or less damage is done to Onix <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em>",
87877,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/87877_200w.jpg,3,1374,https://cpt.tcgcsv.com/z9K,2025-11-24T21:47:54.193,1,084/110,Common,Fighting,90,Basic,[F] Rock Throw (10),G,64.99,115.0,150.0,70.21,,Reverse Holofoil,,3,"[FF] Harden
<br>During your opponent's next turn, whenever 30 or less damage is done to Onix <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em>",
88028,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/88028_200w.jpg,3,1374,https://cpt.tcgcsv.com/BdK,2025-11-24T21:48:14.577,1,033/110,Rare,Colorless,80,Stage 2,[2] Wing Attack (20),L,4.47,5.65,96.95,7.32,,Normal,,,"[3] Hurricane (30)
<br>Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.",F-30
88028,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/88028_200w.jpg,3,1374,https://cpt.tcgcsv.com/BdK,2025-11-24T21:48:14.577,1,033/110,Rare,Colorless,80,Stage 2,[2] Wing Attack (20),L,72.0,77.85,150.51,152.5,,Reverse Holofoil,,,"[3] Hurricane (30)
<br>Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.",F-30
88038,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/88038_200w.jpg,3,1374,https://cpt.tcgcsv.com/NdK,2025-11-24T21:48:28.947,1,034/110,Rare,Colorless,60,Stage 1,"[2] Whirlwind (20)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching the Pokémon.)</em>",L,4.75,6.33,8.33,8.41,,Normal,,1,"[3] Mirror Move
<br>If Pidgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the defending Pokémon.",F-30
88038,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/88038_200w.jpg,3,1374,https://cpt.tcgcsv.com/NdK,2025-11-24T21:48:28.947,1,034/110,Rare,Colorless,60,Stage 1,"[2] Whirlwind (20)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching the Pokémon.)</em>",L,57.72,66.59,90.0,77.01,,Reverse Holofoil,,1,"[3] Mirror Move
<br>If Pidgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the defending Pokémon.",F-30
88046,Pidgey,Pidgey,https://tcgplayer-cdn.tcgplayer.com/product/88046_200w.jpg,3,1374,https://cpt.tcgcsv.com/XdK,2026-02-13T14:13:42.83,1,085/110,Common,Colorless,40,Basic,"[2] Whirlwind (10)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching the Pokémon.)</em>",L,0.19,0.99,3.99,1.22,2.99,Normal,,1,,F-30
88046,Pidgey,Pidgey,https://tcgplayer-cdn.tcgplayer.com/product/88046_200w.jpg,3,1374,https://cpt.tcgcsv.com/XdK,2026-02-13T14:13:42.83,1,085/110,Common,Colorless,40,Basic,"[2] Whirlwind (10)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching the Pokémon.)</em>",L,55.0,55.0,55.0,55.1,,Reverse Holofoil,,1,,F-30
88075,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/88075_200w.jpg,3,1374,https://cpt.tcgcsv.com/wfK,2025-11-24T21:48:52.703,1,086/110,Common,Lightning,50,Basic,"[LL] Spark (20)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,1.55,2.24,9.34,2.8,,Normal,,1,,
88207,Pokemon Breeder,Pokemon Breeder,https://tcgplayer-cdn.tcgplayer.com/product/88207_200w.jpg,3,1374,https://cpt.tcgcsv.com/9jK,2022-11-29T20:01:36.697,1,102/110,Rare,Trainer,,,,,1.45,2.9,10.0,4.35,,Normal,Put a Stage 2 Evolution card from your hand on the matching Basic Pokémon. You can only play this card when you would be allowed to evolve that Pokémon anyway.,,,
88207,Pokemon Breeder,Pokemon Breeder,https://tcgplayer-cdn.tcgplayer.com/product/88207_200w.jpg,3,1374,https://cpt.tcgcsv.com/9jK,2022-11-29T20:01:36.697,1,102/110,Rare,Trainer,,,,,30.0,69.99,75.0,26.68,,Reverse Holofoil,Put a Stage 2 Evolution card from your hand on the matching Basic Pokémon. You can only play this card when you would be allowed to evolve that Pokémon anyway.,,,
88242,Pokemon Trader,Pokemon Trader,https://tcgplayer-cdn.tcgplayer.com/product/88242_200w.jpg,3,1374,https://cpt.tcgcsv.com/SjK,2026-02-13T14:12:07.727,1,103/110,Rare,Trainer,,,,,0.62,2.0,53.77,4.08,,Normal,Trade 1 of the Basic Pokémon or Evolution cards in your hand for 1 of the Basic Pokémon or Evolution cards from your deck. Show both cards to your opponent. Shuffle your deck afterward.,,,
88242,Pokemon Trader,Pokemon Trader,https://tcgplayer-cdn.tcgplayer.com/product/88242_200w.jpg,3,1374,https://cpt.tcgcsv.com/SjK,2026-02-13T14:12:07.727,1,103/110,Rare,Trainer,,,,,31.16,54.57,80.0,62.93,,Reverse Holofoil,Trade 1 of the Basic Pokémon or Evolution cards in your hand for 1 of the Basic Pokémon or Evolution cards from your deck. Show both cards to your opponent. Shuffle your deck afterward.,,,
88282,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/88282_200w.jpg,3,1374,https://cpt.tcgcsv.com/GkK,2022-11-29T20:02:44.19,1,087/110,Common,Fire,40,Basic,[2] Smash Kick (20),W,0.24,0.46,3.0,0.59,0.33,Normal,,1,[RR] Flame Tail (30),
88282,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/88282_200w.jpg,3,1374,https://cpt.tcgcsv.com/GkK,2022-11-29T20:02:44.19,1,087/110,Common,Fire,40,Basic,[2] Smash Kick (20),W,44.69,56.6,4321.0,63.72,,Reverse Holofoil,,1,[RR] Flame Tail (30),
88332,Potion,Potion,https://tcgplayer-cdn.tcgplayer.com/product/88332_200w.jpg,3,1374,https://cpt.tcgcsv.com/GlK,2026-02-13T14:10:46.477,1,110/110,Common,Item,,,,,0.1,0.25,4.9,0.24,0.17,Normal,Remove up to 2 damage counters from 1 of your Pokémon.,,,
88332,Potion,Potion,https://tcgplayer-cdn.tcgplayer.com/product/88332_200w.jpg,3,1374,https://cpt.tcgcsv.com/GlK,2026-02-13T14:10:46.477,1,110/110,Common,Item,,,,,21.08,32.61,33.69,39.03,,Reverse Holofoil,Remove up to 2 damage counters from 1 of your Pokémon.,,,
88351,Potion Energy,Potion Energy,https://tcgplayer-cdn.tcgplayer.com/product/88351_200w.jpg,3,1374,https://cpt.tcgcsv.com/2mK,2022-11-29T20:03:35.247,1,101/110,Uncommon,Special Energy,,,,,0.25,0.64,3.0,1.04,0.59,Normal,"If you play this card from your hand, remove 1 damage counter from the Pokémon you attach it to, if it has any. Potion Energy provides 1 Colorless energy. <em>(Doesn't count as a basic Energy card.)</em>",,,
88351,Potion Energy,Potion Energy,https://tcgplayer-cdn.tcgplayer.com/product/88351_200w.jpg,3,1374,https://cpt.tcgcsv.com/2mK,2022-11-29T20:03:35.247,1,101/110,Uncommon,Special Energy,,,,,63.58,64.4,76.0,68.01,,Reverse Holofoil,"If you play this card from your hand, remove 1 damage counter from the Pokémon you attach it to, if it has any. Potion Energy provides 1 Colorless energy. <em>(Doesn't count as a basic Energy card.)</em>",,,
88361,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/88361_200w.jpg,3,1374,https://cpt.tcgcsv.com/fmK,2022-11-29T20:05:21.207,1,059/110,Uncommon,Fighting,70,Stage 1,"[FF] Fury Swipes (20x)
<br>Flip 3 coins. This attack does 20 damage times the number of heads.",P,0.49,1.08,2.7,1.49,,Normal,,1,"[1FF] Tantrum (50)
<br>Flip a coin. If tails, Primeape is now Confused <em>(after doing damage)</em>.",
88361,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/88361_200w.jpg,3,1374,https://cpt.tcgcsv.com/fmK,2022-11-29T20:05:21.207,1,059/110,Uncommon,Fighting,70,Stage 1,"[FF] Fury Swipes (20x)
<br>Flip 3 coins. This attack does 20 damage times the number of heads.",P,90.0,90.0,90.0,60.72,,Reverse Holofoil,,1,"[1FF] Tantrum (50)
<br>Flip a coin. If tails, Primeape is now Confused <em>(after doing damage)</em>.",
88434,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/88434_200w.jpg,3,1374,https://cpt.tcgcsv.com/JnK,2026-02-03T14:33:12.757,1,088/110,Common,Water,50,Basic,"[P] Dizziness
<br>Draw a card.",L,2.5,14.21,23.77,4.06,,Normal,,1,"[1W] Water Gun (20+)
<br>
Does 20 damage plus 10 more damage for each Water Energy attached to Psyduck but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",
88434,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/88434_200w.jpg,3,1374,https://cpt.tcgcsv.com/JnK,2026-02-03T14:33:12.757,1,088/110,Common,Water,50,Basic,"[P] Dizziness
<br>Draw a card.",L,399.99,400.0,490.24,235.0,,Reverse Holofoil,,1,"[1W] Water Gun (20+)
<br>
Does 20 damage plus 10 more damage for each Water Energy attached to Psyduck but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",
88579,Rapidash,Rapidash,https://tcgplayer-cdn.tcgplayer.com/product/88579_200w.jpg,3,1374,https://cpt.tcgcsv.com/CrK,2022-11-29T20:08:33.157,1,060/110,Uncommon,Fire,70,Stage 1,"[2] Stomp (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.",W,0.5,0.96,3.59,1.15,,Normal,,,"[1RR] Agility (30)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Rapidash.",
88579,Rapidash,Rapidash,https://tcgplayer-cdn.tcgplayer.com/product/88579_200w.jpg,3,1374,https://cpt.tcgcsv.com/CrK,2022-11-29T20:08:33.157,1,060/110,Uncommon,Fire,70,Stage 1,"[2] Stomp (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.",W,72.99,81.88,93.08,154.97,,Reverse Holofoil,,,"[1RR] Agility (30)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Rapidash.",
88601,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/88601_200w.jpg,3,1374,https://cpt.tcgcsv.com/2sK,2022-12-30T20:09:44.55,1,061/110,Uncommon,Colorless,60,Stage 1,[1] Bite (20),F,0.35,1.03,96.95,1.29,96.95,Normal,,1,"[3] Super Fang (?)
<br>Does damage to the Defending Pokémon equal to half the Defending Pokémon's remaining HP (rounded up to the nearest 10).",P-30
88601,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/88601_200w.jpg,3,1374,https://cpt.tcgcsv.com/2sK,2022-12-30T20:09:44.55,1,061/110,Uncommon,Colorless,60,Stage 1,[1] Bite (20),F,62.3,73.65,84.99,62.0,,Reverse Holofoil,,1,"[3] Super Fang (?)
<br>Does damage to the Defending Pokémon equal to half the Defending Pokémon's remaining HP (rounded up to the nearest 10).",P-30
88612,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/88612_200w.jpg,3,1374,https://cpt.tcgcsv.com/gsK,2026-02-13T14:14:40.067,1,089/110,Common,Colorless,30,Basic,[1] Bite (20),F,0.18,0.4,1.72,0.44,0.44,Normal,,,,P-30
88612,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/88612_200w.jpg,3,1374,https://cpt.tcgcsv.com/gsK,2026-02-13T14:14:40.067,1,089/110,Common,Colorless,30,Basic,[1] Bite (20),F,49.99,52.29,52.29,52.29,,Reverse Holofoil,,,,P-30
88730,Rhydon,Rhydon,https://tcgplayer-cdn.tcgplayer.com/product/88730_200w.jpg,3,1374,https://cpt.tcgcsv.com/DvK,2022-11-29T20:11:39.21,1,035/110,Rare,Fighting,100,Stage 1,[2F] Horn Attack (30),G,2.5,5.64,34.99,7.85,,Normal,,3,"[FFFF] Ram (50)
<br>Rhydon does 20 damage to itself. Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching the Pokémon. Switch the Pokémon even if Rhydon is Knocked Out.)</em>",L-30
88730,Rhydon,Rhydon,https://tcgplayer-cdn.tcgplayer.com/product/88730_200w.jpg,3,1374,https://cpt.tcgcsv.com/DvK,2022-11-29T20:11:39.21,1,035/110,Rare,Fighting,100,Stage 1,[2F] Horn Attack (30),G,51.0,67.97,89.78,80.4,,Reverse Holofoil,,3,"[FFFF] Ram (50)
<br>Rhydon does 20 damage to itself. Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching the Pokémon. Switch the Pokémon even if Rhydon is Knocked Out.)</em>",L-30
88738,Rhyhorn,Rhyhorn,https://tcgplayer-cdn.tcgplayer.com/product/88738_200w.jpg,3,1374,https://cpt.tcgcsv.com/NvK,2022-11-29T20:12:40.103,1,090/110,Common,Fighting,70,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack Rhyhorn during your opponent's next turn. <em>(Benching either Pokémon ends this effect.)</em>",G,0.16,0.46,3.0,0.48,,Normal,,3,[2F] Horn Attack (30),L-30
88738,Rhyhorn,Rhyhorn,https://tcgplayer-cdn.tcgplayer.com/product/88738_200w.jpg,3,1374,https://cpt.tcgcsv.com/NvK,2022-11-29T20:12:40.103,1,090/110,Common,Fighting,70,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack Rhyhorn during your opponent's next turn. <em>(Benching either Pokémon ends this effect.)</em>",G,59.63,60.22,92.46,92.46,,Reverse Holofoil,,3,[2F] Horn Attack (30),L-30
88920,Sandshrew,Sandshrew,https://tcgplayer-cdn.tcgplayer.com/product/88920_200w.jpg,3,1374,https://cpt.tcgcsv.com/qBK,2022-11-29T20:13:46.517,1,091/110,Common,Fighting,40,Basic,"[F] Sand-attack (10)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",G,0.2,0.45,3.99,0.5,,Normal,,1,,L-30
88920,Sandshrew,Sandshrew,https://tcgplayer-cdn.tcgplayer.com/product/88920_200w.jpg,3,1374,https://cpt.tcgcsv.com/qBK,2022-11-29T20:13:46.517,1,091/110,Common,Fighting,40,Basic,"[F] Sand-attack (10)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",G,41.57,58.29,75.0,85.94,,Reverse Holofoil,,1,,L-30
88930,Sandslash,Sandslash,https://tcgplayer-cdn.tcgplayer.com/product/88930_200w.jpg,3,1374,https://cpt.tcgcsv.com/DBK,2022-11-29T20:23:28.867,1,062/110,Uncommon,Fighting,70,Stage 1,[2] Slash (20),G,0.65,0.99,3.0,1.21,,Normal,,1,"[FF] Fury Swipes (20x)
<br>Flip 3 coins. This attack does 20 damage times the number of heads.",L-30
88930,Sandslash,Sandslash,https://tcgplayer-cdn.tcgplayer.com/product/88930_200w.jpg,3,1374,https://cpt.tcgcsv.com/DBK,2022-11-29T20:23:28.867,1,062/110,Uncommon,Fighting,70,Stage 1,[2] Slash (20),G,70.0,87.42,99.99,86.0,,Reverse Holofoil,,1,"[FF] Fury Swipes (20x)
<br>Flip 3 coins. This attack does 20 damage times the number of heads.",L-30
88973,Scoop Up,Scoop Up,https://tcgplayer-cdn.tcgplayer.com/product/88973_200w.jpg,3,1374,https://cpt.tcgcsv.com/tCK,2022-11-29T20:23:52.007,1,104/110,Rare,Trainer,,,,,3.99,6.07,10.99,6.92,,Normal,Choose 1 of your own Pokémon in play and return its Basic Pokémon card to your hand. <em>(Discard all cards attached to that card.)</em>,,,
88973,Scoop Up,Scoop Up,https://tcgplayer-cdn.tcgplayer.com/product/88973_200w.jpg,3,1374,https://cpt.tcgcsv.com/tCK,2022-11-29T20:23:52.007,1,104/110,Rare,Trainer,,,,,33.0,50.0,59.99,36.65,,Reverse Holofoil,Choose 1 of your own Pokémon in play and return its Basic Pokémon card to your hand. <em>(Discard all cards attached to that card.)</em>,,,
89011,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/89011_200w.jpg,3,1374,https://cpt.tcgcsv.com/fDK,2025-10-22T02:05:26.767,1,063/110,Uncommon,Water,60,Stage 1,"[1W] Water Gun (20+)
<br>Does 20 damage plus 10 more damage for each Water Energy attached to Seadra but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",L,0.93,1.68,5.0,1.68,1.08,Normal,,1,"[2W] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Seadra.",
89011,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/89011_200w.jpg,3,1374,https://cpt.tcgcsv.com/fDK,2025-10-22T02:05:26.767,1,063/110,Uncommon,Water,60,Stage 1,"[1W] Water Gun (20+)
<br>Does 20 damage plus 10 more damage for each Water Energy attached to Seadra but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",L,47.58,69.24,90.9,80.06,,Reverse Holofoil,,1,"[2W] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Seadra.",
89049,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/89049_200w.jpg,3,1374,https://cpt.tcgcsv.com/_DK,2022-11-29T20:25:30.957,1,092/110,Common,Water,60,Basic,[W] Headbutt (10),L,0.25,0.5,3.0,0.53,,Normal,,1,,
89049,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/89049_200w.jpg,3,1374,https://cpt.tcgcsv.com/_DK,2022-11-29T20:25:30.957,1,092/110,Common,Water,60,Basic,[W] Headbutt (10),L,54.99,146.45,147.75,68.87,,Reverse Holofoil,,1,,
89324,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/89324_200w.jpg,3,1374,https://cpt.tcgcsv.com/vLK,2022-11-29T20:28:07.623,1,093/110,Common,Psychic,50,Basic,"[1] Spacing Out
<br>Flip a coin. If heads, remove a damage counter from Slowpoke. This attack can't be used if Slowpoke has no damage counters on it.",P,0.4,0.77,4.9,1.06,0.72,Normal,,1,"[PP] Scavenge
<br>Discard 1 Psychic Energy card attached to Slowpoke in order to use this attack. Put a Trainer card from your discard pile into your hand.",
89324,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/89324_200w.jpg,3,1374,https://cpt.tcgcsv.com/vLK,2022-11-29T20:28:07.623,1,093/110,Common,Psychic,50,Basic,"[1] Spacing Out
<br>Flip a coin. If heads, remove a damage counter from Slowpoke. This attack can't be used if Slowpoke has no damage counters on it.",P,149.99,175.0,300.0,172.51,,Reverse Holofoil,,1,"[PP] Scavenge
<br>Discard 1 Psychic Energy card attached to Slowpoke in order to use this attack. Put a Trainer card from your discard pile into your hand.",
89386,Snorlax,Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/89386_200w.jpg,3,1374,https://cpt.tcgcsv.com/LMK,2022-11-29T20:29:27.403,1,064/110,Uncommon,Colorless,90,Basic,"[4] Body Slam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,7.0,10.66,14.32,14.3,,Normal,"<strong>Pokémon Power: Thick Skinned</strong>
<br>
Snorlax can't become Asleep, Confused, Paralyzed, Poisoned, or Burned. This power stops working while Snorlax is affected by a Special Condition.",4,,P-30
89386,Snorlax,Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/89386_200w.jpg,3,1374,https://cpt.tcgcsv.com/LMK,2022-11-29T20:29:27.403,1,064/110,Uncommon,Colorless,90,Basic,"[4] Body Slam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,370.01,535.01,700.0,255.0,,Reverse Holofoil,"<strong>Pokémon Power: Thick Skinned</strong>
<br>
Snorlax can't become Asleep, Confused, Paralyzed, Poisoned, or Burned. This power stops working while Snorlax is affected by a Special Condition.",4,,P-30
89437,Spearow,Spearow,https://tcgplayer-cdn.tcgplayer.com/product/89437_200w.jpg,3,1374,https://cpt.tcgcsv.com/MNK,2022-11-29T20:30:22.55,1,094/110,Common,Colorless,50,Basic,[1] Peck (10),L,0.2,0.51,3.0,0.61,,Normal,,,"[3] Mirror Move
<br>If Spearow was attacked last turn, do the final result of that attack on Spearow to the Defending Pokémon.",F-30
89437,Spearow,Spearow,https://tcgplayer-cdn.tcgplayer.com/product/89437_200w.jpg,3,1374,https://cpt.tcgcsv.com/MNK,2022-11-29T20:30:22.55,1,094/110,Common,Colorless,50,Basic,[1] Peck (10),L,28.69,29.99,53.99,69.99,,Reverse Holofoil,,,"[3] Mirror Move
<br>If Spearow was attacked last turn, do the final result of that attack on Spearow to the Defending Pokémon.",F-30
89485,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/89485_200w.jpg,3,1374,https://cpt.tcgcsv.com/KPK,2026-02-13T16:12:32.103,1,095/110,Common,Water,40,Basic,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L,0.75,1.71,96.95,2.04,96.95,Normal,,1,"[1W] Withdraw
<br>Flip a coin. If heads, prevent all damage done to Squirtle during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",
89485,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/89485_200w.jpg,3,1374,https://cpt.tcgcsv.com/KPK,2026-02-13T16:12:32.103,1,095/110,Common,Water,40,Basic,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L,279.99,296.79,550.0,339.5,,Reverse Holofoil,,1,"[1W] Withdraw
<br>Flip a coin. If heads, prevent all damage done to Squirtle during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",
89759,Tauros,Tauros,https://tcgplayer-cdn.tcgplayer.com/product/89759_200w.jpg,3,1374,https://cpt.tcgcsv.com/cWK,2023-11-08T04:57:01.483,1,065/110,Uncommon,Colorless,60,Basic,"[2] Stomp (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.",F,0.1,1.22,3.07,1.13,,Normal,,2,"[3] Rampage (20+)
<br>Does 20 damage plus 10 more damage for each damage counter on Tauros. Flip a coin. If tails, Tauros is now Confused <em>(after doing damage)</em>.",P-30
89759,Tauros,Tauros,https://tcgplayer-cdn.tcgplayer.com/product/89759_200w.jpg,3,1374,https://cpt.tcgcsv.com/cWK,2023-11-08T04:57:01.483,1,065/110,Uncommon,Colorless,60,Basic,"[2] Stomp (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.",F,2400.0,2400.0,2400.0,103.23,,Reverse Holofoil,,2,"[3] Rampage (20+)
<br>Does 20 damage plus 10 more damage for each damage counter on Tauros. Flip a coin. If tails, Tauros is now Confused <em>(after doing damage)</em>.",P-30
