productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extWeakness,extResistance,extRetreatCost,extCardText
86230,Houndour (53),Houndour 53,https://tcgplayer-cdn.tcgplayer.com/product/86230_200w.jpg,3,1403,https://cpt.tcgcsv.com/DvJ,2023-05-31T10:54:16.187,1,53/90,Common,Darkness,50,Basic,[1D] Sharp Fang (30),0.85,4.03,12.99,4.9,,Reverse Holofoil,,Fx2,P-20,1,
86231,Houndour (54),Houndour 54,https://tcgplayer-cdn.tcgplayer.com/product/86231_200w.jpg,3,1403,https://cpt.tcgcsv.com/FvJ,2023-04-10T14:27:07.803,1,54/90,Common,Darkness,50,Basic,"[D] Jump On (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",0.1,0.35,1.49,0.46,0.25,Normal,,Fx2,P-20,1,
86231,Houndour (54),Houndour 54,https://tcgplayer-cdn.tcgplayer.com/product/86231_200w.jpg,3,1403,https://cpt.tcgcsv.com/FvJ,2023-04-10T14:27:07.803,1,54/90,Common,Darkness,50,Basic,"[D] Jump On (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",0.95,1.78,2.25,1.39,,Reverse Holofoil,,Fx2,P-20,1,
86345,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86345_200w.jpg,3,1403,https://cpt.tcgcsv.com/WxJ,2023-04-10T13:56:45.22,1,28/90,Uncommon,Lightning,80,Stage 1,"[1] Agility (20) Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Jolteon  during your opponent's next turn.",2.0,3.39,7.25,4.37,,Normal,[1LL] Mach Bolt (70),Fx2,M-20,0,
86345,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86345_200w.jpg,3,1403,https://cpt.tcgcsv.com/WxJ,2023-04-10T13:56:45.22,1,28/90,Uncommon,Lightning,80,Stage 1,"[1] Agility (20) Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Jolteon  during your opponent's next turn.",24.99,35.0,42.98,28.58,,Reverse Holofoil,[1LL] Mach Bolt (70),Fx2,M-20,0,
86553,Kyogre & Groudon Legend (Bottom),Kyogre and Groudon Legend Bottom,https://tcgplayer-cdn.tcgplayer.com/product/86553_200w.jpg,3,1403,https://cpt.tcgcsv.com/5FJ,2024-04-18T20:15:29.657,1,88/90,Ultra Rare,Fighting Water,150,Legend,[2WW] Mega Tidal Wave - Discard the top 5 cards from your opponent's deck.  This attack does 30 damage times the number of Energy cards you discarded to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),196.22,517.99,799.99,127.55,,Holofoil,[2FF] Massive Eruption (100x) Discard the top 5 cards from your deck.  This attack does 100 damage times the number of Energy cards you discarded.,GLx2,,3,
86554,Kyogre & Groudon Legend (Top),Kyogre and Groudon Legend Top,https://tcgplayer-cdn.tcgplayer.com/product/86554_200w.jpg,3,1403,https://cpt.tcgcsv.com/6FJ,2024-04-18T20:15:14.18,1,87/90,Ultra Rare,Fighting Water,150,Legend,[2WW] Mega Tidal Wave - Discard the top 5 cards from your opponent's deck.  This attack does 30 damage times the number of Energy cards you discarded to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),93.08,121.63,160.39,80.0,,Holofoil,[2FF] Massive Eruption (100x) Discard the top 5 cards from your deck.  This attack does 100 damage times the number of Energy cards you discarded.,GLx2,,3,
86582,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86582_200w.jpg,3,1403,https://cpt.tcgcsv.com/GFJ,2026-02-25T18:40:18.33,1,29/90,Uncommon,Metal,90,Stage 1,"[M] Scrap Attack (20) Flip a coin.  If heads, search your discard pile for a M Energy card and attach it to Lairon.",0.1,0.4,1.59,0.52,0.49,Normal,[1MM] Tackle (60),Rx2,P-20,3,
86582,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86582_200w.jpg,3,1403,https://cpt.tcgcsv.com/GFJ,2026-02-25T18:40:18.33,1,29/90,Uncommon,Metal,90,Stage 1,"[M] Scrap Attack (20) Flip a coin.  If heads, search your discard pile for a M Energy card and attach it to Lairon.",0.4,0.75,5.0,0.9,1.99,Reverse Holofoil,[1MM] Tackle (60),Rx2,P-20,3,
86680,Leafeon,Leafeon,https://tcgplayer-cdn.tcgplayer.com/product/86680_200w.jpg,3,1403,https://cpt.tcgcsv.com/DHJ,2024-06-07T15:28:38.987,1,17/90,Rare,Grass,90,Stage 1,[1] Miasma Wind (50x) Does 50 damage times the number of Special Conditions affecting the Defending Pokemon.,5.0,7.19,11.54,7.05,,Normal,[G] Soothing Scent (30) The Defending Pokemon is now Asleep.,Rx2,W-20,1,
86680,Leafeon,Leafeon,https://tcgplayer-cdn.tcgplayer.com/product/86680_200w.jpg,3,1403,https://cpt.tcgcsv.com/DHJ,2024-06-07T15:28:38.987,1,17/90,Rare,Grass,90,Stage 1,[1] Miasma Wind (50x) Does 50 damage times the number of Special Conditions affecting the Defending Pokemon.,8.0,12.99,29.99,17.99,29.99,Reverse Holofoil,[G] Soothing Scent (30) The Defending Pokemon is now Asleep.,Rx2,W-20,1,
