productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3,extUPC
86387,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86387_200w.jpg,3,1391,https://cpt.tcgcsv.com/MzJ,2023-11-14T21:46:31.593,1,67/99,Common,Fighting,80,Stage 1,,"[1] Fast Evolution - Search your deck for up to 2 Evolution cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",G+20,,1,34.99,39.98,51.52,1.74,,Reverse Holofoil,[1F] Speed Attack (30),,
86400,Kabutops,Kabutops,https://tcgplayer-cdn.tcgplayer.com/product/86400_200w.jpg,3,1391,https://cpt.tcgcsv.com/0BJ,2023-11-08T19:07:03.017,1,4/99,Holo Rare,Fighting,130,Stage 2,,"[F] Primal Scythe (20+) You may discard Helix Fossil, Dome Fossil, or Old Amber from your hand.  If you do, this attack does 20 damage plus 50 more damage.",G+30,,2,7.99,14.58,29.99,11.69,9.91,Holofoil,[2F] Rock Slide (60) Does 10 damage to 2 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,
86400,Kabutops,Kabutops,https://tcgplayer-cdn.tcgplayer.com/product/86400_200w.jpg,3,1391,https://cpt.tcgcsv.com/0BJ,2023-11-08T19:07:03.017,1,4/99,Holo Rare,Fighting,130,Stage 2,,"[F] Primal Scythe (20+) You may discard Helix Fossil, Dome Fossil, or Old Amber from your hand.  If you do, this attack does 20 damage plus 50 more damage.",G+30,,2,7.94,10.51,28.51,10.52,,Reverse Holofoil,[2F] Rock Slide (60) Does 10 damage to 2 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,
86827,Lopunny,Lopunny,https://tcgplayer-cdn.tcgplayer.com/product/86827_200w.jpg,3,1391,https://cpt.tcgcsv.com/zLJ,2025-03-11T19:43:10.007,1,21/99,Rare,Colorless,80,Stage 1,"Relaxing Shower - Once during your turn (before your attack), you may discard an Energy card from your hand.  If you do, remove 1 damage counter from each of your Pokemon.  This power can't be used if Lopunny is affected by a Special Condition.  (Poke-POWER)",[2] Hover Heal (40) Remove all Special Conditions from Lopunny.,F+20,,1,1.57,5.3,96.95,1.74,5.3,Normal,,,
86827,Lopunny,Lopunny,https://tcgplayer-cdn.tcgplayer.com/product/86827_200w.jpg,3,1391,https://cpt.tcgcsv.com/zLJ,2025-03-11T19:43:10.007,1,21/99,Rare,Colorless,80,Stage 1,"Relaxing Shower - Once during your turn (before your attack), you may discard an Energy card from your hand.  If you do, remove 1 damage counter from each of your Pokemon.  This power can't be used if Lopunny is affected by a Special Condition.  (Poke-POWER)",[2] Hover Heal (40) Remove all Special Conditions from Lopunny.,F+20,,1,1.33,3.55,4.5,5.91,,Reverse Holofoil,,,
86892,Lucky Egg,Lucky Egg,https://tcgplayer-cdn.tcgplayer.com/product/86892_200w.jpg,3,1391,https://cpt.tcgcsv.com/SMJ,2025-11-11T21:09:40.493,1,88/99,Uncommon,Trainer,0,Tool,"Attach Lucky Egg to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","When the Pokemon this card is attached to is Knocked Out by damage from an opponent's attack, draw cards until you have 7 cards in your hand.",,,,0.12,0.41,5.0,0.56,0.57,Normal,,,
86892,Lucky Egg,Lucky Egg,https://tcgplayer-cdn.tcgplayer.com/product/86892_200w.jpg,3,1391,https://cpt.tcgcsv.com/SMJ,2025-11-11T21:09:40.493,1,88/99,Uncommon,Trainer,0,Tool,"Attach Lucky Egg to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","When the Pokemon this card is attached to is Knocked Out by damage from an opponent's attack, draw cards until you have 7 cards in your hand.",,,,0.38,1.5,7.0,3.0,0.7,Reverse Holofoil,,,
86942,Luxio,Luxio,https://tcgplayer-cdn.tcgplayer.com/product/86942_200w.jpg,3,1391,https://cpt.tcgcsv.com/SNJ,2025-11-11T21:10:47.603,1,43/99,Uncommon,Lightning,80,Stage 1,,[1] Kick (20),F+20,M-20,1,0.14,0.39,1.49,0.44,0.23,Normal,[2L] Discharge (40x) Discard all L Energy attached to Luxio.  Flip a coin for each Energy card you discarded.  This attack does 40 damage times the number of heads.,,
86942,Luxio,Luxio,https://tcgplayer-cdn.tcgplayer.com/product/86942_200w.jpg,3,1391,https://cpt.tcgcsv.com/SNJ,2025-11-11T21:10:47.603,1,43/99,Uncommon,Lightning,80,Stage 1,,[1] Kick (20),F+20,M-20,1,0.63,1.5,49.99,0.91,,Reverse Holofoil,[2L] Discharge (40x) Discard all L Energy attached to Luxio.  Flip a coin for each Energy card you discarded.  This attack does 40 damage times the number of heads.,,
86949,Luxray,Luxray,https://tcgplayer-cdn.tcgplayer.com/product/86949_200w.jpg,3,1391,https://cpt.tcgcsv.com/_NJ,2023-11-08T19:07:09.223,1,5/99,Holo Rare,Lightning,120,Stage 2,,"[L] Flash (30) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",F+30,M-20,0,3.0,4.0,10.0,5.07,,Holofoil,"[2L] Gadget Bolt (60) If Luxray has a Pokemon Tool card attached to it, you may do 100 damage instead of 60 to the Defending Pokemon.  If you do, discard that Pokemon Tool card.",,
86949,Luxray,Luxray,https://tcgplayer-cdn.tcgplayer.com/product/86949_200w.jpg,3,1391,https://cpt.tcgcsv.com/_NJ,2023-11-08T19:07:09.223,1,5/99,Holo Rare,Lightning,120,Stage 2,,"[L] Flash (30) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",F+30,M-20,0,4.49,6.16,7.98,5.38,,Reverse Holofoil,"[2L] Gadget Bolt (60) If Luxray has a Pokemon Tool card attached to it, you may do 100 damage instead of 60 to the Defending Pokemon.  If you do, discard that Pokemon Tool card.",,
87132,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/87132_200w.jpg,3,1391,https://cpt.tcgcsv.com/GSJ,2023-11-14T21:46:38.61,1,68/99,Common,Fighting,70,Basic,,"[1] Sand Attack - If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",P+10,,2,0.1,0.29,2.26,0.3,,Normal,[1F] Magnum Punch (30),,
87132,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/87132_200w.jpg,3,1391,https://cpt.tcgcsv.com/GSJ,2023-11-14T21:46:38.61,1,68/99,Common,Fighting,70,Basic,,"[1] Sand Attack - If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",P+10,,2,0.99,1.71,7.99,1.24,,Reverse Holofoil,[1F] Magnum Punch (30),,
87163,Manectric (22),Manectric 22,https://tcgplayer-cdn.tcgplayer.com/product/87163_200w.jpg,3,1391,https://cpt.tcgcsv.com/hTJ,2024-02-10T10:28:05.58,1,22/99,Rare,Lightning,90,Stage 1,,[1L] Second Bite (20+) Does 20 damage plus 10 more damage for each damage counter on the Defending Pokemon.,F+20,M-20,0,0.2,0.5,2.15,0.59,,Normal,"[2L] Swift (50) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effect on the Defending Pokemon.",,
87163,Manectric (22),Manectric 22,https://tcgplayer-cdn.tcgplayer.com/product/87163_200w.jpg,3,1391,https://cpt.tcgcsv.com/hTJ,2024-02-10T10:28:05.58,1,22/99,Rare,Lightning,90,Stage 1,,[1L] Second Bite (20+) Does 20 damage plus 10 more damage for each damage counter on the Defending Pokemon.,F+20,M-20,0,0.99,3.4,6.74,3.7,,Reverse Holofoil,"[2L] Swift (50) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effect on the Defending Pokemon.",,
87164,Manectric (44),Manectric 44,https://tcgplayer-cdn.tcgplayer.com/product/87164_200w.jpg,3,1391,https://cpt.tcgcsv.com/jTJ,2023-11-14T21:42:25.71,1,44/99,Uncommon,Lightning,90,Stage 1,,[1] Tackle (20),F+20,M-20,0,0.15,0.37,5.0,0.37,,Normal,[2L] Head Bolt (60),,
87164,Manectric (44),Manectric 44,https://tcgplayer-cdn.tcgplayer.com/product/87164_200w.jpg,3,1391,https://cpt.tcgcsv.com/jTJ,2023-11-14T21:42:25.71,1,44/99,Uncommon,Lightning,90,Stage 1,,[1] Tackle (20),F+20,M-20,0,0.51,1.2,2.99,1.64,,Reverse Holofoil,[2L] Head Bolt (60),,
87583,Mothim,Mothim,https://tcgplayer-cdn.tcgplayer.com/product/87583_200w.jpg,3,1391,https://cpt.tcgcsv.com/H2K,2023-11-08T19:07:15.693,1,6/99,Holo Rare,Grass,90,Stage 1,,"[0] Cloak Party - Search your deck for up to 3 in any combination of Burmy and Wormadam, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",R+20,F-30,0,1.89,2.85,9.99,2.64,,Holofoil,[1] Energy Assist (30) Search your discard pile for a basic Energy card and attach it to 1 of your Benched Pokemon.,,
87583,Mothim,Mothim,https://tcgplayer-cdn.tcgplayer.com/product/87583_200w.jpg,3,1391,https://cpt.tcgcsv.com/H2K,2023-11-08T19:07:15.693,1,6/99,Holo Rare,Grass,90,Stage 1,,"[0] Cloak Party - Search your deck for up to 3 in any combination of Burmy and Wormadam, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",R+20,F-30,0,2.03,2.95,17.0,2.3,,Reverse Holofoil,[1] Energy Assist (30) Search your discard pile for a basic Energy card and attach it to 1 of your Benched Pokemon.,,
87803,Nosepass,Nosepass,https://tcgplayer-cdn.tcgplayer.com/product/87803_200w.jpg,3,1391,https://cpt.tcgcsv.com/58K,2023-11-14T21:46:48.143,1,69/99,Common,Fighting,70,Basic,,"[1] Harden - During your opponent's next turn, if Nosepass would be damaged by an attack, prevent that attack's damage done to Nosepass if that damage is 30 or less.",W+10,,1,0.07,0.3,1.0,0.37,,Normal,"[1F] Knock Away (20+) Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",,
87803,Nosepass,Nosepass,https://tcgplayer-cdn.tcgplayer.com/product/87803_200w.jpg,3,1391,https://cpt.tcgcsv.com/58K,2023-11-14T21:46:48.143,1,69/99,Common,Fighting,70,Basic,,"[1] Harden - During your opponent's next turn, if Nosepass would be damaged by an attack, prevent that attack's damage done to Nosepass if that damage is 30 or less.",W+10,,1,0.98,1.22,10.0,1.01,,Reverse Holofoil,"[1F] Knock Away (20+) Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",,
87849,Old Amber,Old Amber,https://tcgplayer-cdn.tcgplayer.com/product/87849_200w.jpg,3,1391,https://cpt.tcgcsv.com/_8K,2023-11-14T21:49:48.527,1,89/99,Uncommon,Trainer,50,Trainer,"Hard Amber - As long as Old Amber is on your Bench, prevent all damage done to Old Amber by attacks (both yours and your opponent's).  (Poke-BODY)","Play Old Amber as if it were a Colorless Basic Pokemon.  (Old Amber counts as a Trainer card as well, but if Old Amber is Knocked Out, this counts as a Knocked Out Pokemon.)  Old Amber can't be affected by any Special Conditions and can't retreat.  At any time during your turn before your attack, you may discard Old Amber from play.  (This doesn't count as a Knocked Out Pokemon.)",,,,0.04,0.25,1.25,0.26,,Normal,,,
87849,Old Amber,Old Amber,https://tcgplayer-cdn.tcgplayer.com/product/87849_200w.jpg,3,1391,https://cpt.tcgcsv.com/_8K,2023-11-14T21:49:48.527,1,89/99,Uncommon,Trainer,50,Trainer,"Hard Amber - As long as Old Amber is on your Bench, prevent all damage done to Old Amber by attacks (both yours and your opponent's).  (Poke-BODY)","Play Old Amber as if it were a Colorless Basic Pokemon.  (Old Amber counts as a Trainer card as well, but if Old Amber is Knocked Out, this counts as a Knocked Out Pokemon.)  Old Amber can't be affected by any Special Conditions and can't retreat.  At any time during your turn before your attack, you may discard Old Amber from play.  (This doesn't count as a Knocked Out Pokemon.)",,,,0.37,0.72,1.97,0.69,,Reverse Holofoil,,,
87861,Omanyte,Omanyte,https://tcgplayer-cdn.tcgplayer.com/product/87861_200w.jpg,3,1391,https://cpt.tcgcsv.com/f9K,2023-11-14T21:46:56.543,1,70/99,Common,Water,80,Stage 1,,[W] Collect - Draw 3 cards.,G+20,,1,0.05,0.35,1.0,0.35,0.25,Normal,"[2] Tickle (20) Flip a coin.  If heads, the Defending Pokemon is Paralyzed.",,
87861,Omanyte,Omanyte,https://tcgplayer-cdn.tcgplayer.com/product/87861_200w.jpg,3,1391,https://cpt.tcgcsv.com/f9K,2023-11-14T21:46:56.543,1,70/99,Common,Water,80,Stage 1,,[W] Collect - Draw 3 cards.,G+20,,1,1.04,1.49,2.0,10.0,,Reverse Holofoil,"[2] Tickle (20) Flip a coin.  If heads, the Defending Pokemon is Paralyzed.",,
87871,Omastar,Omastar,https://tcgplayer-cdn.tcgplayer.com/product/87871_200w.jpg,3,1391,https://cpt.tcgcsv.com/r9K,2023-11-14T21:32:42.477,1,23/99,Rare,Water,120,Stage 2,,[2] Time Spiral - Choose 1 of your opponent's Evolved Pokemon.  Remove the highest Stage Evolution card from that Pokemon and have your opponent shuffle that card into his or her deck.,G+30,,1,1.3,1.85,3.49,1.72,,Normal,"[1W] Primal Tentacles (30+) Does 30 damage plus 10 more damage for each Helix Fossil, Dome Fossil, and Old Amber in your discard piles.",,
87871,Omastar,Omastar,https://tcgplayer-cdn.tcgplayer.com/product/87871_200w.jpg,3,1391,https://cpt.tcgcsv.com/r9K,2023-11-14T21:32:42.477,1,23/99,Rare,Water,120,Stage 2,,[2] Time Spiral - Choose 1 of your opponent's Evolved Pokemon.  Remove the highest Stage Evolution card from that Pokemon and have your opponent shuffle that card into his or her deck.,G+30,,1,3.63,4.0,4.11,4.04,,Reverse Holofoil,"[1W] Primal Tentacles (30+) Does 30 damage plus 10 more damage for each Helix Fossil, Dome Fossil, and Old Amber in your discard piles.",,
87978,Pelipper (24),Pelipper 24,https://tcgplayer-cdn.tcgplayer.com/product/87978_200w.jpg,3,1391,https://cpt.tcgcsv.com/BcK,2024-08-27T18:36:24.03,1,24/99,Rare,Water,90,Stage 1,,[1W] Water Pulse (30) The Defending Pokemon is now Asleep.,L+20,F-20,2,0.34,0.75,3.46,0.87,0.75,Normal,"[2WW] Continuous Crush (70) Flip a coin until you get tails.  For each heads, discard an Energy card attached to the Defending Pokemon.",,
87978,Pelipper (24),Pelipper 24,https://tcgplayer-cdn.tcgplayer.com/product/87978_200w.jpg,3,1391,https://cpt.tcgcsv.com/BcK,2024-08-27T18:36:24.03,1,24/99,Rare,Water,90,Stage 1,,[1W] Water Pulse (30) The Defending Pokemon is now Asleep.,L+20,F-20,2,1.21,1.91,34.99,1.2,2.24,Reverse Holofoil,"[2WW] Continuous Crush (70) Flip a coin until you get tails.  For each heads, discard an Energy card attached to the Defending Pokemon.",,
87979,Pelipper (45),Pelipper 45,https://tcgplayer-cdn.tcgplayer.com/product/87979_200w.jpg,3,1391,https://cpt.tcgcsv.com/CcK,2023-11-14T21:42:32.257,1,45/99,Uncommon,Water,90,Stage 1,,[1] Water Ball (20+) Does 20 damage plus 10 more damage for each W Energy attached to Pelipper.,L+20,F-20,2,0.1,0.35,1.41,0.44,,Normal,[2W] Wing Attack (60),,
87979,Pelipper (45),Pelipper 45,https://tcgplayer-cdn.tcgplayer.com/product/87979_200w.jpg,3,1391,https://cpt.tcgcsv.com/CcK,2023-11-14T21:42:32.257,1,45/99,Uncommon,Water,90,Stage 1,,[1] Water Ball (20+) Does 20 damage plus 10 more damage for each W Energy attached to Pelipper.,L+20,F-20,2,0.64,0.93,2.91,0.76,,Reverse Holofoil,[2W] Wing Attack (60),,
88021,Pichu,Pichu,https://tcgplayer-cdn.tcgplayer.com/product/88021_200w.jpg,3,1391,https://cpt.tcgcsv.com/rdK,2023-11-14T21:32:55.673,1,25/99,Rare,Lightning,50,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Pikachu from your hand onto Pichu (this counts as evolving Pichu) and remove all damage counters from Pichu.  (Poke-POWER)","[0] Baby Steps - Look at the top 5 cards of your deck, choose 1 of them, and put it into your hand.  Shuffle the other cards back into your deck.",F+10,M-20,1,7.6,10.15,19.97,9.98,,Normal,,,
88021,Pichu,Pichu,https://tcgplayer-cdn.tcgplayer.com/product/88021_200w.jpg,3,1391,https://cpt.tcgcsv.com/rdK,2023-11-14T21:32:55.673,1,25/99,Rare,Lightning,50,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Pikachu from your hand onto Pichu (this counts as evolving Pichu) and remove all damage counters from Pichu.  (Poke-POWER)","[0] Baby Steps - Look at the top 5 cards of your deck, choose 1 of them, and put it into your hand.  Shuffle the other cards back into your deck.",F+10,M-20,1,29.99,32.42,44.13,21.99,,Reverse Holofoil,,,
88094,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/88094_200w.jpg,3,1391,https://cpt.tcgcsv.com/VfK,2026-02-19T12:50:46.443,1,71/99,Common,Lightning,60,Basic,,[L] Pika Ball (10),F+10,M-20,1,1.99,5.36,10.0,6.01,,Normal,[2L] Mega Shot - Discard all L Energy attached to Pikachu and then choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,
88094,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/88094_200w.jpg,3,1391,https://cpt.tcgcsv.com/VfK,2026-02-19T12:50:46.443,1,71/99,Common,Lightning,60,Basic,,[L] Pika Ball (10),F+10,M-20,1,6.0,12.5,22.98,27.5,,Reverse Holofoil,[2L] Mega Shot - Discard all L Energy attached to Pikachu and then choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,
88289,Ponyta (46),Ponyta 46,https://tcgplayer-cdn.tcgplayer.com/product/88289_200w.jpg,3,1391,https://cpt.tcgcsv.com/PkK,2023-11-14T21:42:38.97,1,46/99,Uncommon,Fire,40,Basic,,[1] Ascension - Search your deck for a card that evolves from Ponyta and put it onto Ponyta.  (This counts as evolving Ponyta.)  Shuffle your deck afterward.,W+10,,1,0.45,0.73,2.01,0.73,,Normal,[1R] Combustion (20),,
88289,Ponyta (46),Ponyta 46,https://tcgplayer-cdn.tcgplayer.com/product/88289_200w.jpg,3,1391,https://cpt.tcgcsv.com/PkK,2023-11-14T21:42:38.97,1,46/99,Uncommon,Fire,40,Basic,,[1] Ascension - Search your deck for a card that evolves from Ponyta and put it onto Ponyta.  (This counts as evolving Ponyta.)  Shuffle your deck afterward.,W+10,,1,5.0,15.52,24.98,15.23,,Reverse Holofoil,[1R] Combustion (20),,
88290,Ponyta (72),Ponyta 72,https://tcgplayer-cdn.tcgplayer.com/product/88290_200w.jpg,3,1391,https://cpt.tcgcsv.com/QkK,2024-07-26T16:09:05.19,1,72/99,Common,Fire,60,Basic,,[1] Tackle (10),W+10,,1,0.05,0.32,1.0,0.31,0.23,Normal,"[1R] Stomp (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",,
88290,Ponyta (72),Ponyta 72,https://tcgplayer-cdn.tcgplayer.com/product/88290_200w.jpg,3,1391,https://cpt.tcgcsv.com/QkK,2024-07-26T16:09:05.19,1,72/99,Common,Fire,60,Basic,,[1] Tackle (10),W+10,,1,0.49,0.5,5.49,2.45,,Reverse Holofoil,"[1R] Stomp (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",,
88291,Ponyta (Shiny),Ponyta Shiny,https://tcgplayer-cdn.tcgplayer.com/product/88291_200w.jpg,3,1391,https://cpt.tcgcsv.com/RkK,2021-10-22T18:14:28.67,1,SH11,Shiny Holo Rare,Fire,60,Basic,"<strong>Poke-BODY — Star Barrier</strong>
<br>As long as Ponyta has any Energy attached to it, Ponyta has no Weakness.","[RR] Blue Fire (50) 
<br>Discard all R Energy attached to Ponyta.",W+10,None,1,138.9,191.0,198.89,184.47,,Reverse Holofoil,,,
88320,Porygon-Z G,Porygon Z G,https://tcgplayer-cdn.tcgplayer.com/product/88320_200w.jpg,3,1391,https://cpt.tcgcsv.com/qlK,2023-11-14T21:33:41.197,1,26/99,Rare,Colorless,80,Basic,"Dowsing Code - Once during your turn, when you put Porygon-Z G from your hand onto your Bench, you may search your discard pile for up to 2 Pokemon Tool cards, show them to your opponent, and shuffle them into your deck.  (Poke-POWER)","[3] Ambush (20+) Flip a coin.  If heads, this attack does 20 damage plus 40 more damage.",Fx2,,1,0.93,1.27,3.99,1.76,,Normal,,,
88320,Porygon-Z G,Porygon Z G,https://tcgplayer-cdn.tcgplayer.com/product/88320_200w.jpg,3,1391,https://cpt.tcgcsv.com/qlK,2023-11-14T21:33:41.197,1,26/99,Rare,Colorless,80,Basic,"Dowsing Code - Once during your turn, when you put Porygon-Z G from your hand onto your Bench, you may search your discard pile for up to 2 Pokemon Tool cards, show them to your opponent, and shuffle them into your deck.  (Poke-POWER)","[3] Ambush (20+) Flip a coin.  If heads, this attack does 20 damage plus 40 more damage.",Fx2,,1,1.77,4.96,13.0,6.17,,Reverse Holofoil,,,
88378,Probopass,Probopass,https://tcgplayer-cdn.tcgplayer.com/product/88378_200w.jpg,3,1391,https://cpt.tcgcsv.com/BmK,2023-11-08T19:11:03.003,1,7/99,Holo Rare,Metal,100,Stage 1,"Competitiveness - If you don't have a Supporter card in play, each of Probopass's attacks does 30 more damage to the Active Pokemon (before applying Weakness and Resistance).  (Poke-BODY)",[1M] Top Chop (30) Draw a card.,R+20,P-20,3,0.75,1.47,2.97,1.52,,Holofoil,"[2M] Tumbling Attack (50+) Flip a coin.  If heads, this attack does 50 damage plus 30 more damage.",,
88378,Probopass,Probopass,https://tcgplayer-cdn.tcgplayer.com/product/88378_200w.jpg,3,1391,https://cpt.tcgcsv.com/BmK,2023-11-08T19:11:03.003,1,7/99,Holo Rare,Metal,100,Stage 1,"Competitiveness - If you don't have a Supporter card in play, each of Probopass's attacks does 30 more damage to the Active Pokemon (before applying Weakness and Resistance).  (Poke-BODY)",[1M] Top Chop (30) Draw a card.,R+20,P-20,3,1.15,1.96,3.49,2.69,,Reverse Holofoil,"[2M] Tumbling Attack (50+) Flip a coin.  If heads, this attack does 50 damage plus 30 more damage.",,
88406,Professor Oak's Visit,Professor Oaks Visit,https://tcgplayer-cdn.tcgplayer.com/product/88406_200w.jpg,3,1391,https://cpt.tcgcsv.com/8nK,2025-11-11T21:11:42.187,1,90/99,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",Draw 3 cards.  Then choose a card from your hand and put it on the bottom of your deck.,,,,0.07,0.34,1.55,0.39,0.1,Normal,,,
88406,Professor Oak's Visit,Professor Oaks Visit,https://tcgplayer-cdn.tcgplayer.com/product/88406_200w.jpg,3,1391,https://cpt.tcgcsv.com/8nK,2025-11-11T21:11:42.187,1,90/99,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",Draw 3 cards.  Then choose a card from your hand and put it on the bottom of your deck.,,,,0.65,1.31,4.89,1.42,,Reverse Holofoil,,,
88516,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/88516_200w.jpg,3,1391,https://cpt.tcgcsv.com/lqK,2023-11-14T21:33:47.503,1,27/99,Rare,Lightning,90,Stage 1,,"[L] Boosted Voltage (20) If Raichu has a Pokemon Tool attached to it, this attack does 20 damage to each of your opponent's Benched Pokemon that isn't an Evolved Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",F+20,M-20,1,2.38,3.75,96.95,4.55,5.39,Normal,[2L] Thunder Blast (70) Discard a L Energy card attached to Raichu.,,
88516,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/88516_200w.jpg,3,1391,https://cpt.tcgcsv.com/lqK,2023-11-14T21:33:47.503,1,27/99,Rare,Lightning,90,Stage 1,,"[L] Boosted Voltage (20) If Raichu has a Pokemon Tool attached to it, this attack does 20 damage to each of your opponent's Benched Pokemon that isn't an Evolved Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",F+20,M-20,1,20.08,27.49,31.25,19.09,,Reverse Holofoil,[2L] Thunder Blast (70) Discard a L Energy card attached to Raichu.,,
88585,Rapidash (28),Rapidash 28,https://tcgplayer-cdn.tcgplayer.com/product/88585_200w.jpg,3,1391,https://cpt.tcgcsv.com/KrK,2023-11-14T21:33:54.337,1,28/99,Rare,Fire,80,Stage 1,"Wild Guard - Prevent all effects of attacks, including damage, done to Rapidash by you opponent's Pokemon SP.  (Poke-BODY)",[R] Fire Mane (20),W+20,,0,0.99,1.29,4.99,1.33,,Normal,"[2R] Rising Lunge (50+) Flip a coin.  If heads, this attack does 50 damage plus 20 more damage.",,
88585,Rapidash (28),Rapidash 28,https://tcgplayer-cdn.tcgplayer.com/product/88585_200w.jpg,3,1391,https://cpt.tcgcsv.com/KrK,2023-11-14T21:33:54.337,1,28/99,Rare,Fire,80,Stage 1,"Wild Guard - Prevent all effects of attacks, including damage, done to Rapidash by you opponent's Pokemon SP.  (Poke-BODY)",[R] Fire Mane (20),W+20,,0,1.68,5.34,9.0,3.68,,Reverse Holofoil,"[2R] Rising Lunge (50+) Flip a coin.  If heads, this attack does 50 damage plus 20 more damage.",,
88586,Rapidash (47),Rapidash 47,https://tcgplayer-cdn.tcgplayer.com/product/88586_200w.jpg,3,1391,https://cpt.tcgcsv.com/LrK,2026-02-19T12:08:40.55,1,47/99,Uncommon,Fire,90,Stage 1,,[R] Searing Flame (10) The Defending Pokemon is now Burned.,W+20,,0,0.05,0.45,2.97,0.58,0.75,Normal,[1R] Flare (40),,
88586,Rapidash (47),Rapidash 47,https://tcgplayer-cdn.tcgplayer.com/product/88586_200w.jpg,3,1391,https://cpt.tcgcsv.com/LrK,2026-02-19T12:08:40.55,1,47/99,Uncommon,Fire,90,Stage 1,,[R] Searing Flame (10) The Defending Pokemon is now Burned.,W+20,,0,0.98,1.54,3.49,1.62,3.49,Reverse Holofoil,[1R] Flare (40),,
88605,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/88605_200w.jpg,3,1391,https://cpt.tcgcsv.com/7sK,2025-11-24T16:27:33.423,1,29/99,Rare,Colorless,70,Stage 1,,"[1] Recruit - Look at your opponent's hand, choose a Supporter card you find there, and discard it.  Then, use the effect of that card as the effect of this attack.",F+20,,0,0.4,0.82,1.25,0.79,0.88,Normal,"[1] Extend Fang (20+) If Raticate has a Pokemon Tool attached to it, this attack does 20 damage plus 40 more damage.",,
88605,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/88605_200w.jpg,3,1391,https://cpt.tcgcsv.com/7sK,2025-11-24T16:27:33.423,1,29/99,Rare,Colorless,70,Stage 1,,"[1] Recruit - Look at your opponent's hand, choose a Supporter card you find there, and discard it.  Then, use the effect of that card as the effect of this attack.",F+20,,0,1.42,2.75,4.0,1.79,,Reverse Holofoil,"[1] Extend Fang (20+) If Raticate has a Pokemon Tool attached to it, this attack does 20 damage plus 40 more damage.",,
88619,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/88619_200w.jpg,3,1391,https://cpt.tcgcsv.com/psK,2023-11-14T21:47:17.923,1,73/99,Common,Colorless,30,Basic,,"[1] Lunge (30) Flip a coin.  If tails, this attack does nothing.",F+10,,0,0.08,0.34,1.0,0.4,,Normal,,,
