productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3,extUPC
84255,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84255_200w.jpg,3,1391,https://cpt.tcgcsv.com/7KH,2023-11-14T21:31:10.613,1,15/99,Rare,Grass,80,Stage 1,"Cloudy Sky - If any of your G Pokemon or R Pokemon would be damaged by an attack, reduce that damage by 10 (after applying Weakness and Resistance).  (Poke-BODY)","[1G] Worry Seed (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",R+20,W-20,1,1.24,3.12,5.0,4.99,,Normal,,,
84255,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84255_200w.jpg,3,1391,https://cpt.tcgcsv.com/7KH,2023-11-14T21:31:10.613,1,15/99,Rare,Grass,80,Stage 1,"Cloudy Sky - If any of your G Pokemon or R Pokemon would be damaged by an attack, reduce that damage by 10 (after applying Weakness and Resistance).  (Poke-BODY)","[1G] Worry Seed (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",R+20,W-20,1,15.0,19.99,49.99,6.02,,Reverse Holofoil,,,
84263,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84263_200w.jpg,3,1391,https://cpt.tcgcsv.com/hKH,2023-11-14T21:44:20.98,1,60/99,Common,Grass,50,Basic,,[1] Ram (10),R+10,W-20,1,0.15,0.54,1.92,0.68,0.34,Normal,[1G] Solarbeam (20),,
84263,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84263_200w.jpg,3,1391,https://cpt.tcgcsv.com/hKH,2023-11-14T21:44:20.98,1,60/99,Common,Grass,50,Basic,,[1] Ram (10),R+10,W-20,1,7.55,8.49,14.99,8.17,,Reverse Holofoil,[1G] Solarbeam (20),,
84478,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84478_200w.jpg,3,1391,https://cpt.tcgcsv.com/BPH,2023-11-14T21:44:28.077,1,61/99,Common,Fighting,60,Basic,,"[1] Astonish - Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",P+10,,1,0.13,0.38,1.0,0.42,,Normal,[1F] Punch (30),,
84478,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84478_200w.jpg,3,1391,https://cpt.tcgcsv.com/BPH,2023-11-14T21:44:28.077,1,61/99,Common,Fighting,60,Basic,,"[1] Astonish - Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",P+10,,1,2.85,7.0,25.0,2.71,,Reverse Holofoil,[1F] Punch (30),,
84780,Department Store Girl,Department Store Girl,https://tcgplayer-cdn.tcgplayer.com/product/84780_200w.jpg,3,1391,https://cpt.tcgcsv.com/DWH,2023-11-14T21:49:16.383,1,85/99,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Search your deck for up to 3 Pokemon Tool cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,0.05,0.55,3.0,0.57,,Normal,,,
84780,Department Store Girl,Department Store Girl,https://tcgplayer-cdn.tcgplayer.com/product/84780_200w.jpg,3,1391,https://cpt.tcgcsv.com/DWH,2023-11-14T21:49:16.383,1,85/99,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Search your deck for up to 3 Pokemon Tool cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,1.43,2.24,5.67,2.15,1.99,Reverse Holofoil,,,
84869,Dome Fossil,Dome Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84869_200w.jpg,3,1391,https://cpt.tcgcsv.com/pZH,2025-11-11T21:02:28.743,1,92/99,Common,Item,50,Trainer,"Rock Reaction - When you attach a F Energy card from your hand to Dome Fossil (excluding effects of attacks or Poke-Powers), search your deck for a card that evolves from Dome Fossil and put it onto Dome Fossil (this counts as evolving Dome Fossil).  Shuffle your deck afterward.  (Poke-BODY)","Play Dome Fossil as if it were a C Basic Pokemon.  (Dome Fossil counts as a Trainer card as well, but if Dome Fossil is Knocked Out, this counts as a Knocked Out Pokemon.)  Dome Fossil can't be affected by any Special Conditions and can't retreat.  At any time during your turn before your attack, you may discard Dome Fossil from play.  (This doesn't count as a Knocked Out Pokemon.)",,,,0.1,0.28,1.29,0.34,0.27,Normal,,,
84869,Dome Fossil,Dome Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84869_200w.jpg,3,1391,https://cpt.tcgcsv.com/pZH,2025-11-11T21:02:28.743,1,92/99,Common,Item,50,Trainer,"Rock Reaction - When you attach a F Energy card from your hand to Dome Fossil (excluding effects of attacks or Poke-Powers), search your deck for a card that evolves from Dome Fossil and put it onto Dome Fossil (this counts as evolving Dome Fossil).  Shuffle your deck afterward.  (Poke-BODY)","Play Dome Fossil as if it were a C Basic Pokemon.  (Dome Fossil counts as a Trainer card as well, but if Dome Fossil is Knocked Out, this counts as a Knocked Out Pokemon.)  Dome Fossil can't be affected by any Special Conditions and can't retreat.  At any time during your turn before your attack, you may discard Dome Fossil from play.  (This doesn't count as a Knocked Out Pokemon.)",,,,0.81,1.49,3.0,1.66,,Reverse Holofoil,,,
85142,Electrike (62),Electrike 62,https://tcgplayer-cdn.tcgplayer.com/product/85142_200w.jpg,3,1391,https://cpt.tcgcsv.com/S3J,2023-11-14T21:44:44.337,1,62/99,Common,Lightning,60,Basic,,[L] Zap Kick (10),F+10,M-20,1,0.1,0.33,5.0,0.34,,Normal,"[1L] Thunder Jolt (30) Flip a coin.  If tails, Electrike does 10 damage to itself.",,
85142,Electrike (62),Electrike 62,https://tcgplayer-cdn.tcgplayer.com/product/85142_200w.jpg,3,1391,https://cpt.tcgcsv.com/S3J,2023-11-14T21:44:44.337,1,62/99,Common,Lightning,60,Basic,,[L] Zap Kick (10),F+10,M-20,1,0.79,0.83,2.5,1.24,,Reverse Holofoil,"[1L] Thunder Jolt (30) Flip a coin.  If tails, Electrike does 10 damage to itself.",,
85143,Electrike (63),Electrike 63,https://tcgplayer-cdn.tcgplayer.com/product/85143_200w.jpg,3,1391,https://cpt.tcgcsv.com/T3J,2023-11-14T21:45:52.103,1,63/99,Common,Lightning,60,Basic,,[1] Bite (10),F+10,M-20,1,0.1,0.25,1.49,0.22,,Normal,,,
85143,Electrike (63),Electrike 63,https://tcgplayer-cdn.tcgplayer.com/product/85143_200w.jpg,3,1391,https://cpt.tcgcsv.com/T3J,2023-11-14T21:45:52.103,1,63/99,Common,Lightning,60,Basic,,[1] Bite (10),F+10,M-20,1,0.72,0.76,1.99,0.78,,Reverse Holofoil,,,
85229,Energy Restore,Energy Restore,https://tcgplayer-cdn.tcgplayer.com/product/85229_200w.jpg,3,1391,https://cpt.tcgcsv.com/C6J,2023-11-14T21:49:23.387,1,86/99,Uncommon,Trainer,0,Trainer,,"Flip 3 coins.  For each heads, put a basic Energy card from your discard pile into your hand.  If you don't have that many basic Energy cards in your discard pile, put all of them into your hand.",,,,0.02,0.25,2.28,0.23,,Normal,,,
85229,Energy Restore,Energy Restore,https://tcgplayer-cdn.tcgplayer.com/product/85229_200w.jpg,3,1391,https://cpt.tcgcsv.com/C6J,2023-11-14T21:49:23.387,1,86/99,Uncommon,Trainer,0,Trainer,,"Flip 3 coins.  For each heads, put a basic Energy card from your discard pile into your hand.  If you don't have that many basic Energy cards in your discard pile, put all of them into your hand.",,,,0.25,0.73,3.0,0.89,,Reverse Holofoil,,,
85369,Expert Belt,Expert Belt,https://tcgplayer-cdn.tcgplayer.com/product/85369_200w.jpg,3,1391,https://cpt.tcgcsv.com/p9J,2023-11-14T21:49:29.617,1,87/99,Uncommon,Tool,0,Tool,"Attach Expert Belt to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","The Pokemon this card is attached to gets +20 HP and that Pokemon's attacks do 20 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance).  When the Pokemon this card is attached to is Knocked Out, your opponent takes 1 more Prize card.",,,,0.25,0.88,5.0,1.08,,Normal,,,
85369,Expert Belt,Expert Belt,https://tcgplayer-cdn.tcgplayer.com/product/85369_200w.jpg,3,1391,https://cpt.tcgcsv.com/p9J,2023-11-14T21:49:29.617,1,87/99,Uncommon,Tool,0,Tool,"Attach Expert Belt to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","The Pokemon this card is attached to gets +20 HP and that Pokemon's attacks do 20 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance).  When the Pokemon this card is attached to is Knocked Out, your opponent takes 1 more Prize card.",,,,1.2,2.3,5.0,2.3,,Reverse Holofoil,,,
85573,Froslass,Froslass,https://tcgplayer-cdn.tcgplayer.com/product/85573_200w.jpg,3,1391,https://cpt.tcgcsv.com/tfJ,2023-11-08T19:06:41.987,1,2/99,Holo Rare,Water,80,Stage 1,"Snow Gift - Once during your turn, when you play Froslass from your hand to evolve 1 of your Pokemon, you may search your deck for any 1 card and put it into your hand.  Shuffle your deck afterward.  (Poke-POWER)","[1W] Ground Frost (50) If there is any Stadium card in play, this attack does nothing.",M+20,,1,2.0,4.1,15.0,4.47,,Holofoil,,,
85573,Froslass,Froslass,https://tcgplayer-cdn.tcgplayer.com/product/85573_200w.jpg,3,1391,https://cpt.tcgcsv.com/tfJ,2023-11-08T19:06:41.987,1,2/99,Holo Rare,Water,80,Stage 1,"Snow Gift - Once during your turn, when you play Froslass from your hand to evolve 1 of your Pokemon, you may search your deck for any 1 card and put it into your hand.  Shuffle your deck afterward.  (Poke-POWER)","[1W] Ground Frost (50) If there is any Stadium card in play, this attack does nothing.",M+20,,1,3.0,4.95,10.5,5.0,,Reverse Holofoil,,,
85654,Gastly (36),Gastly 36,https://tcgplayer-cdn.tcgplayer.com/product/85654_200w.jpg,3,1391,https://cpt.tcgcsv.com/6hJ,2023-11-14T21:40:20.5,1,36/99,Uncommon,Psychic,50,Basic,,"[P] Lick (10) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",D+10,C-20,1,0.5,1.2,2.0,1.28,,Normal,[2] Night Shade (10) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,
85654,Gastly (36),Gastly 36,https://tcgplayer-cdn.tcgplayer.com/product/85654_200w.jpg,3,1391,https://cpt.tcgcsv.com/6hJ,2023-11-14T21:40:20.5,1,36/99,Uncommon,Psychic,50,Basic,,"[P] Lick (10) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",D+10,C-20,1,0.69,3.99,8.32,9.38,,Reverse Holofoil,[2] Night Shade (10) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,
85655,Gastly (64),Gastly 64,https://tcgplayer-cdn.tcgplayer.com/product/85655_200w.jpg,3,1391,https://cpt.tcgcsv.com/7hJ,2025-11-11T21:05:15.9,1,64/99,Common,Psychic,50,Basic,,[1] Gnaw (10),D+10,C-20,1,0.15,0.4,5.0,0.43,0.47,Normal,[1P] Suffocating Gas (20),,
85655,Gastly (64),Gastly 64,https://tcgplayer-cdn.tcgplayer.com/product/85655_200w.jpg,3,1391,https://cpt.tcgcsv.com/7hJ,2025-11-11T21:05:15.9,1,64/99,Common,Psychic,50,Basic,,[1] Gnaw (10),D+10,C-20,1,6.0,12.5,19.99,16.66,,Reverse Holofoil,[1P] Suffocating Gas (20),,
85677,Gengar (16),Gengar 16,https://tcgplayer-cdn.tcgplayer.com/product/85677_200w.jpg,3,1391,https://cpt.tcgcsv.com/zhJ,2023-11-14T21:31:15.88,1,16/99,Rare,Psychic,110,Stage 2,"Curse - Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokemon to another of your opponent's Pokemon.  This power can't be used if Gengar is affected by a Special Condition..  (Poke-POWER)",[1PP] Shadow Skip (60) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)  You may switch Gengar with 1 of your Benched Pokemon.,D+30,C-20,0,74.98,87.49,99.99,31.58,26.78,Normal,,,
85677,Gengar (16),Gengar 16,https://tcgplayer-cdn.tcgplayer.com/product/85677_200w.jpg,3,1391,https://cpt.tcgcsv.com/zhJ,2023-11-14T21:31:15.88,1,16/99,Rare,Psychic,110,Stage 2,"Curse - Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokemon to another of your opponent's Pokemon.  This power can't be used if Gengar is affected by a Special Condition..  (Poke-POWER)",[1PP] Shadow Skip (60) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)  You may switch Gengar with 1 of your Benched Pokemon.,D+30,C-20,0,78.42,79.0,199.99,76.65,,Reverse Holofoil,,,
85678,Gengar (17),Gengar 17,https://tcgplayer-cdn.tcgplayer.com/product/85678_200w.jpg,3,1391,https://cpt.tcgcsv.com/BhJ,2023-11-14T21:31:38.81,1,17/99,Rare,Psychic,120,Stage 2,,[1P] Sharpshooting - Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon..),D+30,C-20,0,40.0,120.24,149.98,35.93,,Normal,[2P] Poison Jab (60) The Defending Pokemon is now Poisoned.,,
85678,Gengar (17),Gengar 17,https://tcgplayer-cdn.tcgplayer.com/product/85678_200w.jpg,3,1391,https://cpt.tcgcsv.com/BhJ,2023-11-14T21:31:38.81,1,17/99,Rare,Psychic,120,Stage 2,,[1P] Sharpshooting - Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon..),D+30,C-20,0,129.99,132.5,149.98,108.49,,Reverse Holofoil,[2P] Poison Jab (60) The Defending Pokemon is now Poisoned.,,
85682,Gengar Lv.X,Gengar LvX,https://tcgplayer-cdn.tcgplayer.com/product/85682_200w.jpg,3,1391,https://cpt.tcgcsv.com/GhJ,2023-11-14T21:50:42.787,1,97/99,Ultra Rare,Psychic,140,Level Up,"Level-Down - Once during your turn (before your attack), you may choose 1 of your opponent's Pokemon LV.X.  Remove the Level-Up card from that Pokemon and have your opponent shuffle that card into his or her deck.  This power can't be used if Gengar is affected by a Special Condition.  (Poke-POWER)",[1PP] Compound Pain - This attack does 30 damage to each of your opponent's Pokemon that already has any damage counters on it.  (Don't apply Weakness and Resistance for Benched Pokemon.),Dx2,C-20,0,299.79,304.99,1299.95,320.66,,Holofoil,,,
85693,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85693_200w.jpg,3,1391,https://cpt.tcgcsv.com/ThJ,2023-11-14T21:46:05.63,1,65/99,Common,Fighting,60,Basic,,[F] Stone Barrage (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,G+10,L-20,2,0.09,0.3,1.0,0.31,,Normal,,,
85693,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85693_200w.jpg,3,1391,https://cpt.tcgcsv.com/ThJ,2023-11-14T21:46:05.63,1,65/99,Common,Fighting,60,Basic,,[F] Stone Barrage (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,G+10,L-20,2,0.92,4.99,90.0,1.35,,Reverse Holofoil,,,
85756,Glalie,Glalie,https://tcgplayer-cdn.tcgplayer.com/product/85756_200w.jpg,3,1391,https://cpt.tcgcsv.com/8kJ,2025-11-11T21:05:55.323,1,18/99,Rare,Water,90,Stage 1,,"[2] Wreck (20+) If there is any Stadium card in play, this attack does 20 damage plus 50 more damage.  Discard that Stadium card.",M+20,,1,0.22,0.66,1.99,0.84,0.97,Normal,"[1WW] Avalanche (50) Flip a coin.  If heads, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",,
85756,Glalie,Glalie,https://tcgplayer-cdn.tcgplayer.com/product/85756_200w.jpg,3,1391,https://cpt.tcgcsv.com/8kJ,2025-11-11T21:05:55.323,1,18/99,Rare,Water,90,Stage 1,,"[2] Wreck (20+) If there is any Stadium card in play, this attack does 20 damage plus 50 more damage.  Discard that Stadium card.",M+20,,1,1.0,2.65,3.57,2.73,,Reverse Holofoil,"[1WW] Avalanche (50) Flip a coin.  If heads, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",,
85829,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/85829_200w.jpg,3,1391,https://cpt.tcgcsv.com/ClJ,2023-11-14T21:31:55.47,1,19/99,Rare,Fighting,140,Stage 2,,[1F] Lunge Out (50),G+30,L-20,4,0.88,1.24,3.0,1.66,,Normal,[2F] Tumble Down (30x) Discard as many F Energy cards as you like from your hand.  This attack does 30 damage times the number of F Energy cards you discarded.,[2FF] Rock Tumble (80) This attack's damage isn't affected by Resistance.,
85829,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/85829_200w.jpg,3,1391,https://cpt.tcgcsv.com/ClJ,2023-11-14T21:31:55.47,1,19/99,Rare,Fighting,140,Stage 2,,[1F] Lunge Out (50),G+30,L-20,4,3.0,8.54,19.8,12.4,,Reverse Holofoil,[2F] Tumble Down (30x) Discard as many F Energy cards as you like from your hand.  This attack does 30 damage times the number of F Energy cards you discarded.,[2FF] Rock Tumble (80) This attack's damage isn't affected by Resistance.,
85894,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85894_200w.jpg,3,1391,https://cpt.tcgcsv.com/VmJ,2023-11-14T21:40:40.503,1,37/99,Uncommon,Fighting,90,Stage 1,,[2] Tackle (30),G+20,L-20,3,0.3,0.98,2.48,0.97,0.51,Normal,[1FF] Double-edge (70) Graveler does 10 damage to itself.,,
85894,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85894_200w.jpg,3,1391,https://cpt.tcgcsv.com/VmJ,2023-11-14T21:40:40.503,1,37/99,Uncommon,Fighting,90,Stage 1,,[2] Tackle (30),G+20,L-20,3,0.99,1.14,4.3,1.62,,Reverse Holofoil,[1FF] Double-edge (70) Graveler does 10 damage to itself.,,
85943,Grovyle (38),Grovyle 38,https://tcgplayer-cdn.tcgplayer.com/product/85943_200w.jpg,3,1391,https://cpt.tcgcsv.com/TnJ,2023-11-14T21:41:49.36,1,38/99,Uncommon,Grass,80,Stage 1,,"[1] Detect - Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Grovyle during your opponent's next turn.",R+20,W-20,1,0.25,0.53,2.71,0.72,,Normal,[1G] Blade Arms (30),,
85943,Grovyle (38),Grovyle 38,https://tcgplayer-cdn.tcgplayer.com/product/85943_200w.jpg,3,1391,https://cpt.tcgcsv.com/TnJ,2023-11-14T21:41:49.36,1,38/99,Uncommon,Grass,80,Stage 1,,"[1] Detect - Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Grovyle during your opponent's next turn.",R+20,W-20,1,1.15,1.5,5.0,1.67,,Reverse Holofoil,[1G] Blade Arms (30),,
85944,Grovyle (39),Grovyle 39,https://tcgplayer-cdn.tcgplayer.com/product/85944_200w.jpg,3,1391,https://cpt.tcgcsv.com/VnJ,2023-11-14T21:41:57.253,1,39/99,Uncommon,Grass,80,Stage 1,,"[2] Quick Attack (20+) Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",R+20,W-20,1,0.22,0.5,2.71,0.59,,Normal,[2G] Cut (50),,
85944,Grovyle (39),Grovyle 39,https://tcgplayer-cdn.tcgplayer.com/product/85944_200w.jpg,3,1391,https://cpt.tcgcsv.com/VnJ,2023-11-14T21:41:57.253,1,39/99,Uncommon,Grass,80,Stage 1,,"[2] Quick Attack (20+) Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",R+20,W-20,1,0.5,1.32,5.0,1.39,,Reverse Holofoil,[2G] Cut (50),,
85978,Gulpin (40),Gulpin 40,https://tcgplayer-cdn.tcgplayer.com/product/85978_200w.jpg,3,1391,https://cpt.tcgcsv.com/BpJ,2025-11-11T21:06:30.013,1,40/99,Uncommon,Psychic,60,Basic,,"[1] Endure - Flip a coin.  If heads, during your opponent's next turn, if Gulpin would be Knocked Out by damage from an attack, Gulpin is not Knocked Out and its remaining HP becomes 10 instead.",P+10,,2,0.35,0.63,1.49,0.72,,Normal,[P] Pound (10),,
85978,Gulpin (40),Gulpin 40,https://tcgplayer-cdn.tcgplayer.com/product/85978_200w.jpg,3,1391,https://cpt.tcgcsv.com/BpJ,2025-11-11T21:06:30.013,1,40/99,Uncommon,Psychic,60,Basic,,"[1] Endure - Flip a coin.  If heads, during your opponent's next turn, if Gulpin would be Knocked Out by damage from an attack, Gulpin is not Knocked Out and its remaining HP becomes 10 instead.",P+10,,2,1.83,2.12,3.59,2.07,,Reverse Holofoil,[P] Pound (10),,
85979,Gulpin (66),Gulpin 66,https://tcgplayer-cdn.tcgplayer.com/product/85979_200w.jpg,3,1391,https://cpt.tcgcsv.com/CpJ,2023-11-14T21:46:15.667,1,66/99,Common,Psychic,60,Basic,,[1] Collect - Draw a card.,P+10,,1,0.1,0.28,5.0,0.29,0.25,Normal,[1P] Drool (20),,
85979,Gulpin (66),Gulpin 66,https://tcgplayer-cdn.tcgplayer.com/product/85979_200w.jpg,3,1391,https://cpt.tcgcsv.com/CpJ,2023-11-14T21:46:15.667,1,66/99,Common,Psychic,60,Basic,,[1] Collect - Draw a card.,P+10,,1,0.79,1.38,2.74,2.44,,Reverse Holofoil,[1P] Drool (20),,
86015,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/86015_200w.jpg,3,1391,https://cpt.tcgcsv.com/kqJ,2023-11-14T21:32:03.813,1,20/99,Rare,Fighting,110,Stage 1,,[2F] Push Out (50) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,P+30,,4,0.35,0.58,2.95,0.67,0.77,Normal,"[2FF] Vortex Chop (60) If the Defending Pokemon has any Resistance, this attack's base damage is 120 instead of 60.",,
86015,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/86015_200w.jpg,3,1391,https://cpt.tcgcsv.com/kqJ,2023-11-14T21:32:03.813,1,20/99,Rare,Fighting,110,Stage 1,,[2F] Push Out (50) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,P+30,,4,0.99,1.75,2.25,0.87,,Reverse Holofoil,"[2FF] Vortex Chop (60) If the Defending Pokemon has any Resistance, this attack's base damage is 120 instead of 60.",,
86029,Haunter (41),Haunter 41,https://tcgplayer-cdn.tcgplayer.com/product/86029_200w.jpg,3,1391,https://cpt.tcgcsv.com/CqJ,2026-03-12T10:52:39.313,1,41/99,Uncommon,Psychic,70,Stage 1,"Hidden Poison - If Haunter is your Active Pokemon and is damaged by an opponent's attack (even if Haunter is Knocked Out), the Attacking Pokemon is now Poisoned.  (Poke-BODY)",[1P] Tongue Spring - Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),D+20,C-20,1,3.5,7.25,29.99,6.54,29.99,Normal,,,
86029,Haunter (41),Haunter 41,https://tcgplayer-cdn.tcgplayer.com/product/86029_200w.jpg,3,1391,https://cpt.tcgcsv.com/CqJ,2026-03-12T10:52:39.313,1,41/99,Uncommon,Psychic,70,Stage 1,"Hidden Poison - If Haunter is your Active Pokemon and is damaged by an opponent's attack (even if Haunter is Knocked Out), the Attacking Pokemon is now Poisoned.  (Poke-BODY)",[1P] Tongue Spring - Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),D+20,C-20,1,36.99,39.49,41.98,12.58,,Reverse Holofoil,,,
86030,Haunter (42),Haunter 42,https://tcgplayer-cdn.tcgplayer.com/product/86030_200w.jpg,3,1391,https://cpt.tcgcsv.com/DqJ,2024-05-08T13:00:30.607,1,42/99,Uncommon,Psychic,80,Stage 1,,[P] Psyshot (20),D+20,C-20,1,0.24,1.0,9.99,1.14,,Normal,[2] Shadow Bind (30) The Defending Pokemon can't retreat during your opponent's next turn.,,
86030,Haunter (42),Haunter 42,https://tcgplayer-cdn.tcgplayer.com/product/86030_200w.jpg,3,1391,https://cpt.tcgcsv.com/DqJ,2024-05-08T13:00:30.607,1,42/99,Uncommon,Psychic,80,Stage 1,,[P] Psyshot (20),D+20,C-20,1,2.43,7.97,130.39,11.04,130.39,Reverse Holofoil,[2] Shadow Bind (30) The Defending Pokemon can't retreat during your opponent's next turn.,,
86050,Heatran,Heatran,https://tcgplayer-cdn.tcgplayer.com/product/86050_200w.jpg,3,1391,https://cpt.tcgcsv.com/0rJ,2023-11-08T19:06:56.187,1,3/99,Holo Rare,Fire,100,Basic,,[1R] Fire Fang (20) The Defending Pokemon is now Burned.,Wx2,,3,1.5,2.55,4.99,3.3,3.59,Holofoil,[2RR] Magma Mantle (60+) Discard the top 3 cards of your deck.  This attack does 60 damage plus 20 more damage for each R or M Energy card you discarded.,,
86050,Heatran,Heatran,https://tcgplayer-cdn.tcgplayer.com/product/86050_200w.jpg,3,1391,https://cpt.tcgcsv.com/0rJ,2023-11-08T19:06:56.187,1,3/99,Holo Rare,Fire,100,Basic,,[1R] Fire Fang (20) The Defending Pokemon is now Burned.,Wx2,,3,2.19,2.9,6.99,3.9,,Reverse Holofoil,[2RR] Magma Mantle (60+) Discard the top 3 cards of your deck.  This attack does 60 damage plus 20 more damage for each R or M Energy card you discarded.,,
86058,Helix Fossil,Helix Fossil,https://tcgplayer-cdn.tcgplayer.com/product/86058_200w.jpg,3,1391,https://cpt.tcgcsv.com/brJ,2023-11-14T21:50:18.293,1,93/99,Common,Trainer,50,Trainer,"Aqua Reaction - When you attach a W Energy card from your hand to Helix Fossil (excluding effects of attacks or Poke-Powers), search your deck for a card that evolves from Helix Fossil and put it onto Helix Fossil (this counts as evolving Helix Fossil).  Shuffle your deck afterward.  (Poke-BODY)","Play Helix Fossil as if it were a C Basic Pokemon.  (Dome Fossil counts as a Trainer card as well, but if Dome Fossil is Knocked Out, this counts as a Knocked Out Pokemon.)  Dome Fossil can't be affected by any Special Conditions and can't retreat.  At any time during your turn before your attack, you may discard Dome Fossil from play.  (This doesn't count as a Knocked Out Pokemon.)",,,,0.06,0.29,1.25,0.44,,Normal,,,
86058,Helix Fossil,Helix Fossil,https://tcgplayer-cdn.tcgplayer.com/product/86058_200w.jpg,3,1391,https://cpt.tcgcsv.com/brJ,2023-11-14T21:50:18.293,1,93/99,Common,Trainer,50,Trainer,"Aqua Reaction - When you attach a W Energy card from your hand to Helix Fossil (excluding effects of attacks or Poke-Powers), search your deck for a card that evolves from Helix Fossil and put it onto Helix Fossil (this counts as evolving Helix Fossil).  Shuffle your deck afterward.  (Poke-BODY)","Play Helix Fossil as if it were a C Basic Pokemon.  (Dome Fossil counts as a Trainer card as well, but if Dome Fossil is Knocked Out, this counts as a Knocked Out Pokemon.)  Dome Fossil can't be affected by any Special Conditions and can't retreat.  At any time during your turn before your attack, you may discard Dome Fossil from play.  (This doesn't count as a Knocked Out Pokemon.)",,,,0.68,1.0,3.49,0.98,,Reverse Holofoil,,,
86387,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86387_200w.jpg,3,1391,https://cpt.tcgcsv.com/MzJ,2023-11-14T21:46:31.593,1,67/99,Common,Fighting,80,Stage 1,,"[1] Fast Evolution - Search your deck for up to 2 Evolution cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",G+20,,1,0.1,0.38,1.49,0.57,,Normal,[1F] Speed Attack (30),,
