productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
558713,Trick or Trade BOOster Bundle 2024 (35 mini packs),Trick or Trade BOOster Bundle 2024 35 mini packs,https://tcgplayer-cdn.tcgplayer.com/product/558713_200w.jpg,3,23561,https://cpt.tcgcsv.com/hvt6,2024-10-21T14:03:07.783,1,"Spooky Surprises Lurk Inside! <br>
Share Pokémon fun and excitement on the spookiest night of the year with a bundle of BOOster packs! Inside you’ll find 35 mini packs, each containing three colorful cards from the Pokémon Trading Card Game.
<br><br>
Each Bundle Includes: <br>
• 35 mini packs of Pokémon TCG cards<br>
• Each mini pack contains 3 cards.",0820650858338,29.95,36.99,49.99,33.9,,Normal,,,,,,,,,,
558714,Trick or Trade BOOster Bundle 2024 Case,Trick or Trade BOOster Bundle 2024 Case,https://tcgplayer-cdn.tcgplayer.com/product/558714_200w.jpg,3,23561,https://cpt.tcgcsv.com/jvt6,2024-09-03T15:22:16.293,1,"Spooky Surprises Lurk Inside! <br>
Share Pokémon fun and excitement on the spookiest night of the year with a bundle of BOOster packs! 
<br><br>
• Case Includes 12 BOOster Bundles <br>
• Each bundle includes 35 mini packs of Pokémon TCG cards <br>
• Each mini pack contains 3 cards.",0820650878336,538.0,1019.0,1499.99,276.43,,Normal,,,,,,,,,,
566954,Trick or Trade BOOster Bundle 2024 (80 mini packs),Trick or Trade BOOster Bundle 2024 80 mini packs,https://tcgplayer-cdn.tcgplayer.com/product/566954_200w.jpg,3,23561,https://cpt.tcgcsv.com/6Px6,2024-10-30T13:36:34.687,1,"Spooky Surprises Lurk Inside! <br>
Share Pokémon fun and excitement on the spookiest night of the year with a bundle of BOOster packs! Inside you’ll find 80 mini packs per bag, each containing three colorful cards from the Pokémon Trading Card Game.
<br><br>
Each Bundle Includes: <br>
• 80 mini packs of Pokémon TCG cards<br>
• Each mini pack contains 3 cards.",,120.0,122.5,125.0,63.1,,Normal,,,,,,,,,,
579930,Trick or Trade BOOster Bundle 2024 - Mini Booster Pack,Trick or Trade BOOster Bundle 2024 Mini Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/579930_200w.jpg,3,23561,https://cpt.tcgcsv.com/D-F6,2024-09-16T15:32:17.24,1,"Spooky Surprises Lurk Inside!
<br>Share Pokémon fun and excitement on the spookiest night of the year with a bundle of BOOster packs!
<br>Each Booster Pack Contains: 
<br>•3 Colorful cards from the Pokémon Trading Card Game",,0.6,0.98,5.0,1.01,,Normal,,,,,,,,,,
591211,Trick or Trade BOOster Bundle 2024 (120 ct),Trick or Trade BOOster Bundle 2024 120 ct,https://tcgplayer-cdn.tcgplayer.com/product/591211_200w.jpg,3,23561,https://cpt.tcgcsv.com/fvL6,2024-10-31T18:48:07.6,1,"Spooky Surprises Lurk Inside!
<br>Share Pokémon fun and excitement on the spookiest night of the year with a bundle of BOOster packs! Inside you’ll find 120 mini packs, each containing three colorful cards from the Pokémon Trading Card Game.",0820650855047,250.99,275.0,299.0,83.07,,Normal,,,,,,,,,,
