productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
220108,Darkness Ablaze Premium Checklane Blister [Dragapult],Darkness Ablaze Premium Checklane Blister Dragapult,https://tcgplayer-cdn.tcgplayer.com/product/220108_200w.jpg,3,2675,https://cpt.tcgcsv.com/b3N2,2020-08-14T04:03:29.183,1,"Contains 1 Sword & Shield — Darkness Ablaze booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
220109,Darkness Ablaze Premium Checklane Blister [Grimmsnarl],Darkness Ablaze Premium Checklane Blister Grimmsnarl,https://tcgplayer-cdn.tcgplayer.com/product/220109_200w.jpg,3,2675,https://cpt.tcgcsv.com/c3N2,2020-08-14T04:03:29.183,1,"Contains 1 Sword & Shield — Darkness Ablaze booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
220277,Eternatus VMAX Premium Collection,Eternatus VMAX Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/220277_200w.jpg,3,2675,https://cpt.tcgcsv.com/z7N2,2020-09-04T04:03:07.263,1,"Product contents:
<br>• 1 full-art foil promo card featuring Eternatus V
<br>• 1 foil promo card featuring Eternatus VMAX
<br>• 1 collector's pin featuring Eternatus
<br>• 1 oversize foil card featuring Eternatus VMAX
<br>• 1 metallic Pokémon coin
<br>• 6 Pokémon TCG Booster packs 
<br>• A code card to unlock a promo card in the Pokémon Trading Card Game Online",191.97,199.95,299.99,92.07,,Normal,,,,,,,,,,,
256971,Darkness Ablaze Booster Box Case,Darkness Ablaze Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/256971_200w.jpg,3,2675,https://cpt.tcgcsv.com/rP33,2025-04-03T16:01:56.287,1,"Each booster box case contains 6 boxes of 36 packs each.
<br>
<br>Each Darkness Ablaze Booster Pack contains 10 random cards.",2999.95,3293.95,3300.0,2275.0,,Normal,820650827204,,,,,,,,,,
257320,Darkness Ablaze Sleeved Booster Pack,Darkness Ablaze Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/257320_200w.jpg,3,2675,https://cpt.tcgcsv.com/qX33,2021-12-06T15:26:09.31,1,Each Darkness Ablaze sleeved booster pack contains 10 random cards.,8.0,10.0,30.0,9.74,,Normal,,,,,,,,,,,
265317,Darkness Ablaze Booster Pack Art Bundle [Set of 4],Darkness Ablaze Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/265317_200w.jpg,3,2675,https://cpt.tcgcsv.com/m883,2022-03-11T20:28:27.143,1,"Collect each of the 4 unique art packs for Darkness Ablaze.
<br>Each Darkness Ablaze booster pack contains 10 random cards.",49.95,49.95,49.95,41.19,,Normal,,,,,,,,,,,
266951,Darkness Ablaze Elite Trainer Box Case,Darkness Ablaze Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/266951_200w.jpg,3,2675,https://cpt.tcgcsv.com/2P83,2022-04-20T15:28:10.96,1,Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes,965.0,1274.99,1299.95,1197.48,,Normal,820650827310,,,,,,,,,,
487797,Darkness Ablaze Sleeved Booster Pack Art Bundle [Set of 4],Darkness Ablaze Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/487797_200w.jpg,3,2675,https://cpt.tcgcsv.com/Z7W5,2023-03-13T16:46:41.86,1,"Collect each of the 4 unique art packs for Darkness Ablaze.
<br>Each Darkness Ablaze booster pack contains 10 random cards.",40.24,56.97,59.95,40.19,,Normal,,,,,,,,,,,
668524,Sword & Shield Single Blister Pack [Silicobra & Sandaconda],Sword and Shield Single Blister Pack Silicobra and Sandaconda,https://tcgplayer-cdn.tcgplayer.com/product/668524_200w.jpg,3,2675,https://cpt.tcgcsv.com/vqm7,2025-12-10T17:51:07.883,1,"Each blister comes with a booster pack containing 10 cards, a promotional foil Silicobra, Sandaconda, and a collectible Pokemon coin!",,,,,,,,,,,,,,,,,
668526,Sword & Shield Single Blister Pack [Cufant & Copperajah],Sword and Shield Single Blister Pack Cufant and Copperajah,https://tcgplayer-cdn.tcgplayer.com/product/668526_200w.jpg,3,2675,https://cpt.tcgcsv.com/xqm7,2025-12-10T17:52:44.573,1,"Each blister comes with a booster pack containing 10 cards, a promotional foil Cufant, Copperajah, and a collectible Pokemon coin!",,,,,,,,,,,,,,,,,
